logFC	AveExpr	t	P.Value	adj.P.Val	B	gene_id	contrast	model
2.57593519761673	6.04512461960226	16.1704686232887	1.63940189724493e-42	4.17276964905751e-38	85.6212011871155	AT4G15550	Flight_x_HW_VEGGIE_vs_BRIC	factorial
2.84491280901142	3.33608021284503	13.3305638238892	4.98343162469788e-32	6.34216425717175e-28	61.8616955046401	AT4G12290	Flight_x_HW_VEGGIE_vs_BRIC	factorial
1.58743356999296	6.00621478910764	12.9861903619997	8.76701328822052e-31	7.43822630750256e-27	59.1242793204386	AT1G55920	Flight_x_HW_VEGGIE_vs_BRIC	factorial
-1.64518478551117	3.75846807514854	-12.9425838458003	1.25878742956116e-30	8.00997911115505e-27	58.7663706402962	AT3G07540	Flight_x_HW_VEGGIE_vs_BRIC	factorial
1.67248296524167	4.92704921509996	12.6387816074879	1.55058890683868e-29	7.89342788915296e-26	56.3084607293904	AT3G51430	Flight_x_HW_VEGGIE_vs_BRIC	factorial
-2.23403914374351	5.48876105045659	-12.4265580538994	8.87051830574568e-29	3.76302170726908e-25	54.5884004878026	AT1G04680	Flight_x_HW_VEGGIE_vs_BRIC	factorial
2.64430517947277	3.16714119518775	12.3535366682157	1.61321606903211e-28	5.86588408643918e-25	53.9487803555511	AT5G45310	Flight_x_HW_VEGGIE_vs_BRIC	factorial
3.47007493341535	4.45086311542472	12.2604951754242	3.45122252346399e-28	1.09804958612161e-24	53.2333887232718	AT1G08630	Flight_x_HW_VEGGIE_vs_BRIC	factorial
8.18617737320875	2.17183564294594	11.9584911215894	4.02319495088579e-27	1.13780423427662e-23	49.2442805814499	AT3G50980	Flight_x_HW_VEGGIE_vs_BRIC	factorial
1.88196917763779	4.48578211106687	11.8939987652457	6.77972155472046e-27	1.725642527323e-23	50.3369035966059	AT2G39980	Flight_x_HW_VEGGIE_vs_BRIC	factorial
1.89630906775541	2.21342632007248	11.7123519401278	2.93302697299377e-26	6.48117406030055e-23	48.8268102928899	AT4G18210	Flight_x_HW_VEGGIE_vs_BRIC	factorial
-1.42111455868884	4.39524228440345	-11.7072607559337	3.05559614676489e-26	6.48117406030055e-23	48.8567065097786	AT5G11790	Flight_x_HW_VEGGIE_vs_BRIC	factorial
