sample_name	ecotype	organ	flight	light	osd_id	omics_type	full_sample_id	hardware	cfd_hardware	gravity_key	cfd_scale	gravity_g	g_bl_mol_m2_s	delta_mm	sherwood	dC_CO2_mean_bl	o2_excess_ppm_bl	u_max	Ra_H2O	dC_H2O_mean	dC_H2O_peak	dC_CO2_mean	dC_CO2_peak	dC_O2_mean	dC_O2_peak	surf_dC_H2O_hw	surf_dC_CO2_hw	dishmean_CO2_hw	carbon_12h_pct_earth	A_start_umol_m2_s	A_end_umol_m2_s	net_assimilation_pct	co2_drawdown_mean_ppm	co2_drawdown_peak_ppm	o2_buildup_mean_ppm	enclosure_type	co2_depletion_min	co2_stress_hr	o2_hypoxia_days	earth_equiv_fan_cm_s	has_forced_airflow	fan_cm_s
Atha_Ws_leaf_GC_Rep1	WS	leaf	GC	light	OSD-217	RNAseq	OSD-217__Atha_Ws_leaf_GC_Rep1	Veggie	VEGGIE	earth	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	vented+fan				2.8	0	0.0
Atha_Ws_leaf_GC_Rep2	WS	leaf	GC	light	OSD-217	RNAseq	OSD-217__Atha_Ws_leaf_GC_Rep2	Veggie	VEGGIE	earth	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	vented+fan				2.8	0	0.0
Atha_Ws_leaf_GC_Rep3	WS	leaf	GC	light	OSD-217	RNAseq	OSD-217__Atha_Ws_leaf_GC_Rep3	Veggie	VEGGIE	earth	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	vented+fan				2.8	0	0.0
Atha_Ws_leaf_FLT_Rep1	WS	leaf	FLT	light	OSD-217	RNAseq	OSD-217__Atha_Ws_leaf_FLT_Rep1	Veggie	VEGGIE	ug	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.078	0.101		100.0	3.83	3.83	99.3	7.8	8.9	5.1	vented+fan				2.8	1	2.8
Atha_Ws_leaf_FLT_Rep2	WS	leaf	FLT	light	OSD-217	RNAseq	OSD-217__Atha_Ws_leaf_FLT_Rep2	Veggie	VEGGIE	ug	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.078	0.101		100.0	3.83	3.83	99.3	7.8	8.9	5.1	vented+fan				2.8	1	2.8
Atha_Ws_leaf_FLT_Rep3	WS	leaf	FLT	light	OSD-217	RNAseq	OSD-217__Atha_Ws_leaf_FLT_Rep3	Veggie	VEGGIE	ug	leaf	0.0	0.494	1.35	11.1	-0.326	5.1	0.0	0	0.231	0.263	-0.326	-0.373	0.215	0.245	0.078	0.101		100.0	3.83	3.83	99.3	7.8	8.9	5.1	vented+fan				2.8	1	2.8
GSM4486031	Col-0	whole_seedling	FLT	light	OSD-321	RNAseq	OSD-321__GSM4486031	BRIC	BRIC	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
GSM4486032	Col-0	whole_seedling	FLT	light	OSD-321	RNAseq	OSD-321__GSM4486032	BRIC	BRIC	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
GSM4486033	Col-0	whole_seedling	FLT	light	OSD-321	RNAseq	OSD-321__GSM4486033	BRIC	BRIC	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
GSM4486034	Col-0	whole_seedling	FLT	light	OSD-321	RNAseq	OSD-321__GSM4486034	BRIC	BRIC	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
GSM4486035	Col-0	whole_seedling	GC	light	OSD-321	RNAseq	OSD-321__GSM4486035	BRIC	BRIC	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
GSM4486036	Col-0	whole_seedling	GC	light	OSD-321	RNAseq	OSD-321__GSM4486036	BRIC	BRIC	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
GSM4486037	Col-0	whole_seedling	GC	light	OSD-321	RNAseq	OSD-321__GSM4486037	BRIC	BRIC	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
GSM4486038	Col-0	whole_seedling	GC	light	OSD-321	RNAseq	OSD-321__GSM4486038	BRIC	BRIC	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
GSM4486039	Col-0	whole_seedling	FLT	light	OSD-321	RNAseq	OSD-321__GSM4486039	BRIC	BRIC	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
GSM4486040	Col-0	whole_seedling	FLT	light	OSD-321	RNAseq	OSD-321__GSM4486040	BRIC	BRIC	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
GSM4486041	Col-0	whole_seedling	FLT	light	OSD-321	RNAseq	OSD-321__GSM4486041	BRIC	BRIC	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
GSM4486042	Col-0	whole_seedling	FLT	light	OSD-321	RNAseq	OSD-321__GSM4486042	BRIC	BRIC	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
GSM4486043	Col-0	whole_seedling	GC	light	OSD-321	RNAseq	OSD-321__GSM4486043	BRIC	BRIC	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
GSM4486044	Col-0	whole_seedling	GC	light	OSD-321	RNAseq	OSD-321__GSM4486044	BRIC	BRIC	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
GSM4486045	Col-0	whole_seedling	GC	light	OSD-321	RNAseq	OSD-321__GSM4486045	BRIC	BRIC	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
GSM4486046	Col-0	whole_seedling	GC	light	OSD-321	RNAseq	OSD-321__GSM4486046	BRIC	BRIC	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
GSM4486047	Col-0	whole_seedling	FLT	light	OSD-321	RNAseq	OSD-321__GSM4486047	BRIC	BRIC	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
GSM4486048	Col-0	whole_seedling	FLT	light	OSD-321	RNAseq	OSD-321__GSM4486048	BRIC	BRIC	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
GSM4486049	Col-0	whole_seedling	FLT	light	OSD-321	RNAseq	OSD-321__GSM4486049	BRIC	BRIC	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
GSM4486050	Col-0	whole_seedling	FLT	light	OSD-321	RNAseq	OSD-321__GSM4486050	BRIC	BRIC	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
GSM4486051	Col-0	whole_seedling	FLT	light	OSD-321	RNAseq	OSD-321__GSM4486051	BRIC	BRIC	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
GSM4486052	Col-0	whole_seedling	GC	light	OSD-321	RNAseq	OSD-321__GSM4486052	BRIC	BRIC	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
GSM4486053	Col-0	whole_seedling	GC	light	OSD-321	RNAseq	OSD-321__GSM4486053	BRIC	BRIC	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
GSM4486054	Col-0	whole_seedling	GC	light	OSD-321	RNAseq	OSD-321__GSM4486054	BRIC	BRIC	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
GSM4486055	Col-0	whole_seedling	GC	light	OSD-321	RNAseq	OSD-321__GSM4486055	BRIC	BRIC	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
GSM4486056	Col-0	whole_seedling	GC	light	OSD-321	RNAseq	OSD-321__GSM4486056	BRIC	BRIC	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
GSM4486057	Col-0	whole_seedling	FLT	light	OSD-321	RNAseq	OSD-321__GSM4486057	BRIC	BRIC	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
GSM4486058	Col-0	whole_seedling	FLT	light	OSD-321	RNAseq	OSD-321__GSM4486058	BRIC	BRIC	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
GSM4486059	Col-0	whole_seedling	FLT	light	OSD-321	RNAseq	OSD-321__GSM4486059	BRIC	BRIC	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
GSM4486060	Col-0	whole_seedling	FLT	light	OSD-321	RNAseq	OSD-321__GSM4486060	BRIC	BRIC	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
GSM4486061	Col-0	whole_seedling	GC	light	OSD-321	RNAseq	OSD-321__GSM4486061	BRIC	BRIC	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
GSM4486062	Col-0	whole_seedling	GC	light	OSD-321	RNAseq	OSD-321__GSM4486062	BRIC	BRIC	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
GSM4486063	Col-0	whole_seedling	GC	light	OSD-321	RNAseq	OSD-321__GSM4486063	BRIC	BRIC	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
GSM4486064	Col-0	whole_seedling	GC	light	OSD-321	RNAseq	OSD-321__GSM4486064	BRIC	BRIC	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
GSM4486065	Col-0	whole_seedling	FLT	light	OSD-321	RNAseq	OSD-321__GSM4486065	BRIC	BRIC	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
GSM4486066	Col-0	whole_seedling	FLT	light	OSD-321	RNAseq	OSD-321__GSM4486066	BRIC	BRIC	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
GSM4486067	Col-0	whole_seedling	FLT	light	OSD-321	RNAseq	OSD-321__GSM4486067	BRIC	BRIC	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
GSM4486068	Col-0	whole_seedling	FLT	light	OSD-321	RNAseq	OSD-321__GSM4486068	BRIC	BRIC	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
GSM4486069	Col-0	whole_seedling	FLT	light	OSD-321	RNAseq	OSD-321__GSM4486069	BRIC	BRIC	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.471	0.577	-0.256	1.0	3.82	0.0	96.5	13.2	24.7	8.6	sealed	7.0	9.4	6.5	11.0	0	0.0
GSM4486070	Col-0	whole_seedling	GC	light	OSD-321	RNAseq	OSD-321__GSM4486070	BRIC	BRIC	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
GSM4486071	Col-0	whole_seedling	GC	light	OSD-321	RNAseq	OSD-321__GSM4486071	BRIC	BRIC	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
GSM4486072	Col-0	whole_seedling	GC	light	OSD-321	RNAseq	OSD-321__GSM4486072	BRIC	BRIC	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
GSM4486073	Col-0	whole_seedling	GC	light	OSD-321	RNAseq	OSD-321__GSM4486073	BRIC	BRIC	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
GSM4486074	Col-0	whole_seedling	GC	light	OSD-321	RNAseq	OSD-321__GSM4486074	BRIC	BRIC	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	sealed				11.0	0	0.0
21H5_WT_RED_Col0_1g_Rep1	Col-0	whole_seedling	GC	red_light	OSD-314	RNAseq	OSD-314__21H5_WT_RED_Col0_1g_Rep1	EMCS	VEGGIE	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	vented+fan				11.0	0	0.0
22A6_WT_RED_Col0_1g_Rep2	Col-0	whole_seedling	GC	red_light	OSD-314	RNAseq	OSD-314__22A6_WT_RED_Col0_1g_Rep2	EMCS	VEGGIE	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	vented+fan				11.0	0	0.0
23B6_WT_RED_Col0_1g_Rep3	Col-0	whole_seedling	GC	red_light	OSD-314	RNAseq	OSD-314__23B6_WT_RED_Col0_1g_Rep3	EMCS	VEGGIE	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	vented+fan				11.0	0	0.0
30H7_WT_DARK_Col0_1g_Rep1	Col-0	whole_seedling	GC	dark	OSD-314	RNAseq	OSD-314__30H7_WT_DARK_Col0_1g_Rep1	EMCS	VEGGIE	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	vented+fan				11.0	0	0.0
31A8_WT_DARK_Col0_1g_Rep2	Col-0	whole_seedling	GC	dark	OSD-314	RNAseq	OSD-314__31A8_WT_DARK_Col0_1g_Rep2	EMCS	VEGGIE	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	vented+fan				11.0	0	0.0
32B8_WT_DARK_Col0_1g_Rep3	Col-0	whole_seedling	GC	dark	OSD-314	RNAseq	OSD-314__32B8_WT_DARK_Col0_1g_Rep3	EMCS	VEGGIE	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	vented+fan				11.0	0	0.0
05G4_WT_RED_Col0_03g_Rep1	Col-0	whole_seedling	FLT	red_light	OSD-314	RNAseq	OSD-314__05G4_WT_RED_Col0_03g_Rep1	EMCS	VEGGIE	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.236	0.322		100.0	3.83	3.83	96.5	13.2	24.7	8.6	vented+fan				11.0	1	2.8
06H4_WT_RED_Col0_03g_Rep2	Col-0	whole_seedling	FLT	red_light	OSD-314	RNAseq	OSD-314__06H4_WT_RED_Col0_03g_Rep2	EMCS	VEGGIE	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.236	0.322		100.0	3.83	3.83	96.5	13.2	24.7	8.6	vented+fan				11.0	1	2.8
07A5_WT_RED_Col0_03g_Rep3	Col-0	whole_seedling	FLT	red_light	OSD-314	RNAseq	OSD-314__07A5_WT_RED_Col0_03g_Rep3	EMCS	VEGGIE	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.236	0.322		100.0	3.83	3.83	96.5	13.2	24.7	8.6	vented+fan				11.0	1	2.8
13I4_WT_DARK_Col0_03g_Rep1	Col-0	whole_seedling	FLT	dark	OSD-314	RNAseq	OSD-314__13I4_WT_DARK_Col0_03g_Rep1	EMCS	VEGGIE	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.236	0.322		100.0	3.83	3.83	96.5	13.2	24.7	8.6	vented+fan				11.0	1	2.8
14J4_WT_DARK_Col0_03g_Rep2	Col-0	whole_seedling	FLT	dark	OSD-314	RNAseq	OSD-314__14J4_WT_DARK_Col0_03g_Rep2	EMCS	VEGGIE	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.236	0.322		100.0	3.83	3.83	96.5	13.2	24.7	8.6	vented+fan				11.0	1	2.8
15A7_WT_DARK_Col0_03g_Rep3	Col-0	whole_seedling	FLT	dark	OSD-314	RNAseq	OSD-314__15A7_WT_DARK_Col0_03g_Rep3	EMCS	VEGGIE	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.236	0.322		100.0	3.83	3.83	96.5	13.2	24.7	8.6	vented+fan				11.0	1	2.8
JBA1_WT_DARK_Col0_0g_Rep1	Col-0	whole_seedling	FLT	dark	OSD-314	RNAseq	OSD-314__JBA1_WT_DARK_Col0_0g_Rep1	EMCS	VEGGIE	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.236	0.322		100.0	3.83	3.83	96.5	13.2	24.7	8.6	vented+fan				11.0	1	2.8
JBB1_WT_DARK_Col0_0g_Rep2	Col-0	whole_seedling	FLT	dark	OSD-314	RNAseq	OSD-314__JBB1_WT_DARK_Col0_0g_Rep2	EMCS	VEGGIE	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.236	0.322		100.0	3.83	3.83	96.5	13.2	24.7	8.6	vented+fan				11.0	1	2.8
JBH2_WT_RED_Col0_0g_Rep1	Col-0	whole_seedling	FLT	red_light	OSD-314	RNAseq	OSD-314__JBH2_WT_RED_Col0_0g_Rep1	EMCS	VEGGIE	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.236	0.322		100.0	3.83	3.83	96.5	13.2	24.7	8.6	vented+fan				11.0	1	2.8
JBA3_WT_RED_Col0_0g_Rep2	Col-0	whole_seedling	FLT	red_light	OSD-314	RNAseq	OSD-314__JBA3_WT_RED_Col0_0g_Rep2	EMCS	VEGGIE	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.236	0.322		100.0	3.83	3.83	96.5	13.2	24.7	8.6	vented+fan				11.0	1	2.8
JBB3_WT_RED_Col0_0g_Rep3	Col-0	whole_seedling	FLT	red_light	OSD-314	RNAseq	OSD-314__JBB3_WT_RED_Col0_0g_Rep3	EMCS	VEGGIE	ug	rosette	0.0	0.291	2.29	8.8	-0.554	8.6	0.0	0	0.384	0.698	-0.554	-1.033	0.36	0.659	0.236	0.322		100.0	3.83	3.83	96.5	13.2	24.7	8.6	vented+fan				11.0	1	2.8
Ground_control_Col-0_Dark_bio_rep1	Col-0	leaf	GC	dark	OSD-678	RNAseq	OSD-678__Ground_control_Col-0_Dark_bio_rep1	Veggie	VEGGIE	earth	leaf	9.81	1.0	0.67	22.5	-0.161	2.7	0.0461	14000	0.128	0.188	-0.161	-0.246	0.113	0.169	0.128	-0.161	0.0	100.0			98.9	3.8	5.9	2.7	vented+fan				2.8	0	0.0
Ground_control_Ws_Light_bio_rep3	WS	unknown	GC	light	OSD-678	RNAseq	OSD-678__Ground_control_Ws_Light_bio_rep3	Veggie	VEGGIE	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	vented+fan				11.0	0	0.0
Ground_control_Ws_Light_bio_rep2	WS	unknown	GC	light	OSD-678	RNAseq	OSD-678__Ground_control_Ws_Light_bio_rep2	Veggie	VEGGIE	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	vented+fan				11.0	0	0.0
Ground_control_Ws_Light_bio_rep1	WS	unknown	GC	light	OSD-678	RNAseq	OSD-678__Ground_control_Ws_Light_bio_rep1	Veggie	VEGGIE	earth	rosette	9.81	0.54	1.23	16.4	-0.298	4.8	0.0458	62000	0.225	0.509	-0.298	-0.715	0.202	0.469	0.225	-0.298	0.0	100.0				7.1	17.1	4.8	vented+fan				11.0	0	0.0
