pathway	contrast	mean_FLT	mean_GC	diff	t_stat	p_value	n_FLT	n_GC	mean_group1	mean_group2	n_group1	n_group2	fdr
auxin_signaling	Flight_BRIC_FLT_vs_GC	-0.2742310876630328	-0.2526138826672175	-0.021617204995815265	-0.17282874121988273	0.8629573965197483	100.0	106.0					0.9372383937837372
auxin_signaling	Flight_CARA_FLT_vs_GC	0.0796535809150744	0.027817945597591424	0.05183563531748298	1.6778863164271034	0.10253993436217322	18.0	18.0					0.18798987966398426
auxin_signaling	Flight_VEGGIE_FLT_vs_GC	0.8050302349285156	0.8029878209767447	0.0020424139517708495	0.043772027045826695	0.965224567807856	35.0	30.0					0.9840432749276257
auxin_signaling	Organ_root_vs_other			-0.13083888667495722	-1.006912326017485	0.3147750614077415			-0.10867725114695125	0.022161635528005978	52.0	255.0	0.4871895422793185
auxin_signaling	Organ_leaf_vs_other			0.8742775773333776	4.334905883447897	1.983013826118472e-05			0.8230170027666	-0.05126057456677769	18.0	289.0	5.70811456490177e-05
auxin_signaling	Organ_shoot_vs_other			-1.1446883211972059	-4.2857440150417245	2.4451901302417205e-05			-1.1074020566630947	0.03728626453411111	10.0	297.0	6.846532364676817e-05
auxin_signaling	Organ_whole_seedling_vs_other			0.6369206107124128	7.024750668575357	1.4027815051901234e-11			0.3319455951595638	-0.30497501555284906	147.0	160.0	7.449253510319965e-11
auxin_transport	Flight_FLT_vs_GC	-1.4827869330498047e-05	1.4731584464554106e-05	-2.9559453795052153e-05	-0.0003616254843978449	0.9997117010226041	153.0	154.0					0.9997117010226041
auxin_transport	HW_BRIC_vs_other			-0.866859201303426	-12.135122008214827	6.442535653842837e-28			-0.2851882062920067	0.5816709950114193	206.0	101.0	3.30716830230599e-26
auxin_transport	HW_CARA_vs_other			0.28037157587133504	2.2249622504848134	0.02681507835158452			0.2474941272349569	-0.032877448636378134	36.0	271.0	0.052942590591589955
auxin_transport	HW_VEGGIE_vs_other			0.97269977419697	11.704725510349297	2.184888959543755e-26			0.7667535679337678	-0.20594620626320212	65.0	242.0	7.477175550438628e-25
auxin_transport	Flight_BRIC_FLT_vs_GC	-0.28260390294636645	-0.28762622831619555	0.005022325369829106	0.0531221157487274	0.9576865943069519	100.0	106.0					0.9840432749276257
auxin_transport	Flight_CARA_FLT_vs_GC	0.25659108299828803	0.2383971714716257	0.018193911526662332	0.38652419341524896	0.7015170023991053	18.0	18.0					0.8473224970153899
auxin_transport	Flight_VEGGIE_FLT_vs_GC	0.6754137753331401	0.8733166593011671	-0.19790288396802702	-3.1223398211534916	0.0027091456970063637	35.0	30.0					0.005794561629708056
auxin_transport	Organ_root_vs_other			0.18388210653769202	1.695527906655611	0.09099582583125403			0.15273595168440207	-0.03114615485328995	52.0	255.0	0.16985887488500753
auxin_transport	Organ_leaf_vs_other			0.8927058614615719	5.368553070535083	1.5750364275771793e-07			0.8403648011804373	-0.052341060281134555	18.0	289.0	6.063890246172141e-07
auxin_transport	Organ_shoot_vs_other			-0.8051512394621463	-3.5694296764725615	0.0004154203604580917			-0.7789248147239657	0.02622642473818058	10.0	297.0	0.0009339377446795055
auxin_transport	Organ_whole_seedling_vs_other			0.31718321372547664	3.9761164316112483	8.753073752875635e-05			0.16530721236506918	-0.15187600136040746	147.0	160.0	0.0002174150577327174
auxin_response_genes	Flight_FLT_vs_GC	0.015416589961670585	-0.015316482234646865	0.03073307219631745	0.3494697448196632	0.726977846680546	153.0	154.0					0.8645867259106315
auxin_response_genes	HW_BRIC_vs_other			-0.5683499986530062	-6.475835368070759	3.7681801223658845e-10			-0.18698159564805752	0.3813684030049486	206.0	101.0	1.7584840571040796e-09
auxin_response_genes	HW_CARA_vs_other			-0.20654967380735945	-1.5167103736228051	0.13037556693541424			-0.1823288651524249	0.02422080865493453	36.0	271.0	0.2307797391730321
auxin_response_genes	HW_VEGGIE_vs_other			0.8798594208289285	9.248414646759045	4.094305553459784e-18			0.6935699669074942	-0.18628945392143442	65.0	242.0	3.152615276164034e-17
auxin_response_genes	Flight_BRIC_FLT_vs_GC	-0.16940268560177896	-0.203565473050207	0.034162787448428045	0.3007182641785063	0.7639355960171206	100.0	106.0					0.879995054123631
auxin_response_genes	Flight_CARA_FLT_vs_GC	-0.1822873572869429	-0.18237037301790696	8.30157309640589e-05	0.0024412380917622056	0.9980664434715383	18.0	18.0					0.9997117010226041
auxin_response_genes	Flight_VEGGIE_FLT_vs_GC	0.6451479787279563	0.7500622864502884	-0.10491430772233212	-1.4433667913423103	0.15387144075663353	35.0	30.0					0.2687495486186385
auxin_response_genes	Organ_root_vs_other			-0.29310258044609283	-2.525789590505852	0.012050088180683908			-0.24345654076141277	0.049646039684680086	52.0	255.0	0.02474284773100429
auxin_response_genes	Organ_leaf_vs_other			0.7354979054667676	4.032323543760211	6.983891655601008e-05			0.6923742497716476	-0.04312365569512002	18.0	289.0	0.00017488118942480572
auxin_response_genes	Organ_shoot_vs_other			-0.9136882486863598	-3.773052253400051	0.00019372632232790592			-0.8839264164815924	0.029761832204767392	10.0	297.0	0.0004520280854317805
auxin_response_genes	Organ_whole_seedling_vs_other			0.6321097674266023	7.876386858650109	5.97246213028713e-14			0.3294383152711933	-0.3026714521554089	147.0	160.0	3.754119053323339e-13
cytokinin_biosynthesis	Flight_FLT_vs_GC	-0.02142234327688381	0.021283237151708826	-0.04270558042859264	-0.5632228271505964	0.573696970520555	153.0	154.0					0.7551225082065425
cytokinin_biosynthesis	HW_BRIC_vs_other			-0.5960707151704036	-8.147314746918187	9.675671029155945e-15			-0.19610144049580075	0.3999692746746028	206.0	101.0	6.208555577041731e-14
cytokinin_biosynthesis	HW_CARA_vs_other			0.03826491748153182	0.32462017116629616	0.7456910897190617			0.03377782618076561	-0.004487091300766211	36.0	271.0	0.8732808198991293
cytokinin_biosynthesis	HW_VEGGIE_vs_other			0.7646875247861152	9.33969268702805	2.0981386408285e-18			0.6027829999942665	-0.1619045247918487	65.0	242.0	1.656991541987636e-17
cytokinin_biosynthesis	Flight_BRIC_FLT_vs_GC	-0.24332237110063765	-0.15155339275538848	-0.09176897834524916	-0.9354263598445043	0.35067460205373946	100.0	106.0					0.5294498893752537
cytokinin_biosynthesis	Flight_CARA_FLT_vs_GC	0.03390362708899936	0.03365202527253187	0.0002516018164674949	0.0064637086133553625	0.9948805201659209	18.0	18.0					0.9997117010226041
cytokinin_biosynthesis	Flight_VEGGIE_FLT_vs_GC	0.5841243800313874	0.6245513899509589	-0.04042700991957149	-1.1828877974505034	0.24129845631888364	35.0	30.0					0.3974327515840437
cytokinin_biosynthesis	Organ_root_vs_other			-0.07219543406111402	-0.7145102707413995	0.4754581983449534			-0.0599668914839875	0.012228542577126522	52.0	255.0	0.6656414776829347
cytokinin_biosynthesis	Organ_leaf_vs_other			0.660469567157522	4.2078002842839375	3.3951924802936156e-05			0.621744967128742	-0.03872460002878	18.0	289.0	8.937771657525074e-05
cytokinin_biosynthesis	Organ_shoot_vs_other			-0.8139349930001342	-3.9031567024103513	0.00011689594628637982			-0.7874224525115306	0.02651254048860357	10.0	297.0	0.0002857456464778173
cytokinin_biosynthesis	Organ_whole_seedling_vs_other			0.48651985024852895	6.88773195891027	3.245713366662434e-11			0.2535608340057478	-0.23295901624278112	147.0	160.0	1.6388192080852945e-10
cytokinin_signaling	Flight_FLT_vs_GC	-0.00618043208895012	0.006140299413048032	-0.012320731501998153	-0.17404639708130545	0.8619444626744943	153.0	154.0					0.9372383937837372
cytokinin_signaling	HW_BRIC_vs_other			-0.6049979227822204	-9.043430594696494	1.81363951682228e-17			-0.19903840456353178	0.4059595182186887	206.0	101.0	1.2695476617755962e-16
cytokinin_signaling	HW_CARA_vs_other			0.05969779421134656	0.5428812095908342	0.5876080852027189			0.05269740140480436	-0.0070003928065421935	36.0	271.0	0.7668783484849043
cytokinin_signaling	HW_VEGGIE_vs_other			0.7632024857648431	10.20119193874967	3.2369331452816394e-21			0.6016123829156093	-0.1615901028492338	65.0	242.0	3.437846237057741e-20
cytokinin_signaling	Flight_BRIC_FLT_vs_GC	-0.2294534301755332	-0.17034498417485106	-0.05910844600068216	-0.659682319261447	0.5102017705354649	100.0	106.0					0.692256146805829
cytokinin_signaling	Flight_CARA_FLT_vs_GC	0.06896958497247047	0.03642521783713827	0.032544367135332194	0.947319802873162	0.35016060010516237	18.0	18.0					0.5294498893752537
cytokinin_signaling	Flight_VEGGIE_FLT_vs_GC	0.5930938393839853	0.6115506837025041	-0.018456844318518795	-0.7042808951340249	0.4838531625534158	35.0	30.0					0.6706303980049668
cytokinin_signaling	Organ_root_vs_other			-0.05017356941977369	-0.531923298220983	0.5951663499169328			-0.04167511466463278	0.008498454755140909	52.0	255.0	0.7702152763630896
cytokinin_signaling	Organ_leaf_vs_other			0.6272473022201077	4.2867588559044245	2.4346850689294496e-05			0.5904705874319581	-0.03677671478814959	18.0	289.0	6.846532364676817e-05
cytokinin_signaling	Organ_shoot_vs_other			-0.7723417197048547	-3.972297498084535	8.887574421899644e-05			-0.7471840089652828	0.025157710739571865	10.0	297.0	0.00021898983375560723
cytokinin_signaling	Organ_whole_seedling_vs_other			0.4476973496386986	6.777458256716821	6.32267244226769e-11			0.23332760893222082	-0.2143697407064778	147.0	160.0	3.0910843051086485e-10
ethylene_biosynthesis	Flight_FLT_vs_GC	-0.012142032424542735	0.012063188058149554	-0.02420522048269229	-0.2788414858606187	0.7805554413762021	153.0	154.0					0.879995054123631
ethylene_biosynthesis	HW_BRIC_vs_other			-0.6969677323288592	-8.364482685540162	2.188979008278018e-15			-0.22929557317659546	0.4676721591522638	206.0	101.0	1.465664205542673e-14
ethylene_biosynthesis	HW_CARA_vs_other			-0.035994937399617004	-0.26681787319048256	0.7897897000800564			-0.03177403268826135	0.004220904711355653	36.0	271.0	0.8845644640896632
ethylene_biosynthesis	HW_VEGGIE_vs_other			0.9442007150734206	10.322314366796547	1.2739689269431213e-21			0.7442885115562468	-0.19991220351717381	65.0	242.0	1.5091631903787743e-20
ethylene_biosynthesis	Flight_BRIC_FLT_vs_GC	-0.2585093790022465	-0.20173537900145275	-0.05677400000079377	-0.5170651676984985	0.605670815300137	100.0	106.0					0.7805297536085447
ethylene_biosynthesis	Flight_CARA_FLT_vs_GC	-0.004562097496448665	-0.05898596788007403	0.05442387038362536	0.9765294536591789	0.3356994789670277	18.0	18.0					0.5144051717504703
ethylene_biosynthesis	Flight_VEGGIE_FLT_vs_GC	0.6878664198344483	0.8101142852316785	-0.1222478653972302	-3.0616139995298908	0.0032346378549301526	35.0	30.0					0.006870816960817152
ethylene_biosynthesis	Organ_root_vs_other			-0.14854196218753477	-1.2870159896524873	0.199064597753397			-0.1233817601231967	0.02516020206433807	52.0	255.0	0.3350376836505261
ethylene_biosynthesis	Organ_leaf_vs_other			0.8271308502178583	4.631312678397621	5.386517656826524e-06			0.7786345788695799	-0.04849627134827841	18.0	289.0	1.710358183817082e-05
ethylene_biosynthesis	Organ_shoot_vs_other			-0.9631396707199595	-4.042873496657923	6.692188099799071e-05			-0.9317670430092118	0.031372627710747836	10.0	297.0	0.00016895032251951754
ethylene_biosynthesis	Organ_whole_seedling_vs_other			0.5771810722103308	7.182029265125767	5.281622369551271e-12			0.3008109822594557	-0.27637008995087503	147.0	160.0	2.904892303253199e-11
ethylene_signaling	Flight_FLT_vs_GC	0.005833336030097105	-0.00579545722470781	0.011628793254804915	0.12876794376855666	0.8976261404030141	153.0	154.0					0.9520898848715736
ethylene_signaling	HW_BRIC_vs_other			-0.8282424702052296	-9.908433778176034	3.0164870689536353e-20			-0.27248367912289356	0.555758791082336	206.0	101.0	2.815387931023393e-19
ethylene_signaling	HW_CARA_vs_other			0.15435900761010787	1.1020112040172563	0.2713256453341771			0.13625827707602312	-0.01810073053408475	36.0	271.0	0.4307644266130234
ethylene_signaling	HW_VEGGIE_vs_other			0.9997766278986515	10.57407114282559	1.8046338858137831e-22			0.7880975373012167	-0.21167909059743487	65.0	242.0	2.5264874401392963e-21
ethylene_signaling	Flight_BRIC_FLT_vs_GC	-0.2997477089691321	-0.24676289624908354	-0.05298481272004857	-0.47042919487841106	0.6385509724325467	100.0	106.0					0.7962497955839043
ethylene_signaling	Flight_CARA_FLT_vs_GC	0.14189003361178987	0.13062652054025642	0.011263513071533449	0.3175680230288441	0.7527547810521951	18.0	18.0					0.8740854094613444
ethylene_signaling	Flight_VEGGIE_FLT_vs_GC	0.8089500201287385	0.7637696406691078	0.045180379459630715	1.55533706688127	0.12487546131362592	35.0	30.0					0.22361419816626038
ethylene_signaling	Organ_root_vs_other			-0.007391005747628248	-0.06139503006364607	0.9510848217737495			-0.006139109008616763	0.001251896739011485	52.0	255.0	0.9840432749276257
ethylene_signaling	Organ_leaf_vs_other			0.8656318354155301	4.661410835855817	4.700832557589211e-06			0.8148781773129904	-0.05075365810253978	18.0	289.0	1.5240593976183966e-05
ethylene_signaling	Organ_shoot_vs_other			-1.0456219100154913	-4.229454476866378	3.100780307607866e-05			-1.0115625644123813	0.0340593456031099	10.0	297.0	8.2331063339933e-05
ethylene_signaling	Organ_whole_seedling_vs_other			0.5376152031912942	6.325791963747823	8.961113483229999e-10			0.28019033391077175	-0.2574248692805225	147.0	160.0	4.058857283580647e-09
aba_biosynthesis	Flight_FLT_vs_GC	-0.012755047677341433	0.012672222692423633	-0.025427270369765068	-0.28030751092319867	0.7794316147055209	153.0	154.0					0.879995054123631
aba_biosynthesis	HW_BRIC_vs_other			-0.6855253469773863	-7.771886949018739	1.1927231531791324e-13			-0.22553114021080137	0.459994206766585	206.0	101.0	7.347174623583456e-13
aba_biosynthesis	HW_CARA_vs_other			-0.2006028669907865	-1.4275525194963268	0.15444373410876303			-0.17707940376059655	0.023523463230189955	36.0	271.0	0.2687495486186385
aba_biosynthesis	HW_VEGGIE_vs_other			1.031158419553313	10.965589873753547	8.290477570609803e-24			0.812834975673947	-0.2183234438793659	65.0	242.0	1.8239050655341565e-22
aba_biosynthesis	Flight_BRIC_FLT_vs_GC	-0.27031334551655317	-0.183283776714809	-0.08702956880174417	-0.7663953674733702	0.44432702135331126	100.0	106.0					0.6394987036299994
aba_biosynthesis	Flight_CARA_FLT_vs_GC	-0.18750826293334452	-0.1666505445878486	-0.020857718345495935	-0.5875239082762567	0.5607338778609388	18.0	18.0					0.744422561987798
aba_biosynthesis	Flight_VEGGIE_FLT_vs_GC	0.8129988854234936	0.8126437476328089	0.00035513779068474527	0.00805779757561548	0.9935963391641252	35.0	30.0					0.9997117010226041
aba_biosynthesis	Organ_root_vs_other			-0.268985505131577	-2.24245946804032	0.025649961946690274			-0.2234244423731339	0.045561062758443065	52.0	255.0	0.05096895664245551
aba_biosynthesis	Organ_leaf_vs_other			0.9037686352756067	4.858504774030992	1.8944967192416914e-06			0.85077894330505	-0.05298969197055672	18.0	289.0	6.483388772516011e-06
aba_biosynthesis	Organ_shoot_vs_other			-0.9719265604305836	-3.897055740830993	0.00011973488733571291			-0.9402677148139522	0.03165884561663137	10.0	297.0	0.0002903806716488156
aba_biosynthesis	Organ_whole_seedling_vs_other			0.604335994115601	7.1985348820856725	4.7629764431392815e-12			0.31496338455536216	-0.2893726095602389	147.0	160.0	2.6672668081579976e-11
aba_signaling	Flight_FLT_vs_GC	-0.003407534920602538	0.003385408070468963	-0.006792942991071501	-0.0682914153695617	0.9455984058642117	153.0	154.0					0.9840432749276257
aba_signaling	HW_BRIC_vs_other			-0.8808860105846765	-9.465371620525053	8.309660169143574e-19			-0.28980288947574034	0.5910831211089361	206.0	101.0	6.735198242358476e-18
aba_signaling	HW_CARA_vs_other			0.11239814112597324	0.7277303580664137	0.4673369381717719			0.09921790307862795	-0.013180238047345288	36.0	271.0	0.6602742062243383
aba_signaling	HW_VEGGIE_vs_other			1.09543280809916	10.498830070873458	3.243608320544438e-22			0.8635007803257223	-0.23193202777343766	65.0	242.0	4.162630678032029e-21
aba_signaling	Flight_BRIC_FLT_vs_GC	-0.33342064834707874	-0.24865406035183632	-0.08476658799524242	-0.6784907330075072	0.4982295357185035	100.0	106.0					0.6812529757151234
aba_signaling	Flight_CARA_FLT_vs_GC	0.11562868080546537	0.08280712535179055	0.03282155545367482	1.1465963108075696	0.25955393005950533	18.0	18.0					0.4201869901393701
aba_signaling	Flight_VEGGIE_FLT_vs_GC	0.8782684496387803	0.8462718327938212	0.031996616844959025	1.020080743077653	0.3115915215809308	35.0	30.0					0.4846979224592256
aba_signaling	Organ_root_vs_other			-0.09365475758460204	-0.7068964979415194	0.4801705095933346			-0.07779141102304064	0.015863346561561388	52.0	255.0	0.669196909297498
aba_signaling	Organ_leaf_vs_other			0.913957230987084	4.455563947325793	1.1762867337305435e-05			0.8603701620692746	-0.0535870689178094	18.0	289.0	3.517439941640849e-05
aba_signaling	Organ_shoot_vs_other			-1.1945905197223843	-4.39684527383557	1.5188417923727058e-05			-1.1556787764089516	0.03891174331343283	10.0	297.0	4.455269257626604e-05
aba_signaling	Organ_whole_seedling_vs_other			0.6311077690832032	6.802959486683474	5.4227699657093763e-11			0.3289161011508552	-0.30219166793234803	147.0	160.0	2.69389217651369e-10
ga_biosynthesis	Flight_FLT_vs_GC	-0.0043490497076844785	0.004320809125166793	-0.008669858832851271	-0.12790198162963307	0.8983108319400522	153.0	154.0					0.9520898848715736
ga_biosynthesis	HW_BRIC_vs_other			-0.60402612850534	-9.541517706216355	4.726021045006216e-19			-0.1987186937427993	0.40530743476254066	206.0	101.0	3.934093194221391e-18
ga_biosynthesis	HW_CARA_vs_other			-0.012580669158577988	-0.11942556817965384	0.9050168289049862			-0.011105411537376837	0.0014752576212011513	36.0	271.0	0.9520898848715736
ga_biosynthesis	HW_VEGGIE_vs_other			0.8067453679588804	11.706625595450369	2.1513772884150363e-26			0.6359360880978795	-0.17080927986100092	65.0	242.0	7.477175550438628e-25
ga_biosynthesis	Flight_BRIC_FLT_vs_GC	-0.20495991436082509	-0.1928307497635296	-0.012129164597295489	-0.14954006693170316	0.8812752312822337	100.0	106.0					0.9490656336885593
ga_biosynthesis	Flight_CARA_FLT_vs_GC	0.02185310887638276	-0.04406393195113643	0.06591704082751919	0.8302124749422661	0.41221041653543555	18.0	18.0					0.5988717372307271
ga_biosynthesis	Flight_VEGGIE_FLT_vs_GC	0.5553494534580542	0.7299538285110091	-0.1746043750529549	-4.388081858683597	4.443704909413278e-05	35.0	30.0					0.00011315878352147778
ga_biosynthesis	Organ_root_vs_other			-0.05029421795377343	-0.5568753823402354	0.578020963715017			-0.041775327616326616	0.008518890337446815	52.0	255.0	0.7575764120179798
ga_biosynthesis	Organ_leaf_vs_other			0.7011681448847525	5.060103920476085	7.253801001069349e-07			0.6600573090283174	-0.041110835856435136	18.0	289.0	2.6284361274463054e-06
ga_biosynthesis	Organ_shoot_vs_other			-0.5857053923388852	-3.1160925364637775	0.0020070734118559502			-0.5666270407969021	0.019078351541983098	10.0	297.0	0.0043229273486128155
ga_biosynthesis	Organ_whole_seedling_vs_other			0.28124569656812737	4.267209071565827	2.6448492971708364e-05			0.14657756172931705	-0.1346681348388103	147.0	160.0	7.145733188847523e-05
ga_signaling	Flight_FLT_vs_GC	-0.015942360208271715	0.01583883838873912	-0.03178119859701084	-0.31564066591319956	0.7524911374356362	153.0	154.0					0.8740854094613444
ga_signaling	HW_BRIC_vs_other			-0.9258411041443864	-9.94076447772836	2.3611559504165746e-20			-0.30459267595629563	0.6212484281880907	206.0	101.0	2.272612602275953e-19
ga_signaling	HW_CARA_vs_other			0.1620273469706501	1.0371327925208493	0.3004955162625435			0.14302739748875057	-0.01899994948189954	36.0	271.0	0.4722072398411398
ga_signaling	HW_VEGGIE_vs_other			1.124113872586296	10.69483296135378	7.014633436706716e-23			0.8861093067292636	-0.23800456585703256	65.0	242.0	1.0802535492528344e-21
ga_signaling	Flight_BRIC_FLT_vs_GC	-0.3331003518754173	-0.2776986420703318	-0.05540170980508552	-0.44464656022984284	0.6570465718389613	100.0	106.0					0.8160094521225809
ga_signaling	Flight_CARA_FLT_vs_GC	0.10152005460933965	0.18453474036816148	-0.08301468575882183	-1.6986304391516198	0.09852354012133789	18.0	18.0					0.18170808597228782
ga_signaling	Flight_VEGGIE_FLT_vs_GC	0.829814088363087	0.9517870614898029	-0.12197297312671584	-2.535210977354028	0.013732796305650411	35.0	30.0					0.027826981987765308
ga_signaling	Organ_root_vs_other			-0.041940192968688235	-0.3124765095599387	0.7548919445347975			-0.03483631663522883	0.007103876333459406	52.0	255.0	0.8740854094613444
ga_signaling	Organ_leaf_vs_other			0.9711811256450101	4.692080087819471	4.088912879439167e-06			0.9142389098091471	-0.056942215835862973	18.0	289.0	1.33977145411411e-05
ga_signaling	Organ_shoot_vs_other			-1.1433896843164137	-4.142920711741486	4.44552363834377e-05			-1.106145720657898	0.03724396365851589	10.0	297.0	0.00011315878352147778
ga_signaling	Organ_whole_seedling_vs_other			0.5810457310454797	6.106958639183129	3.087255492869089e-09			0.302825136701228	-0.2782205943442518	147.0	160.0	1.3780792634835935e-08
ja_biosynthesis	Flight_FLT_vs_GC	0.014960012496197592	-0.014862869557911516	0.029822882054109108	0.29585217379469064	0.7675443017136631	153.0	154.0					0.879995054123631
ja_biosynthesis	HW_BRIC_vs_other			-0.9594047392832271	-10.410674352374448	6.431713529401237e-22			-0.31563478393357025	0.6437699553496569	206.0	101.0	7.923871068222324e-21
ja_biosynthesis	HW_CARA_vs_other			-0.06087901400241863	-0.3886581636003407	0.697800204027657			-0.053740106822982386	0.00713890717943624	36.0	271.0	0.8461514285059777
ja_biosynthesis	HW_VEGGIE_vs_other			1.3067584657428108	13.31883783002713	3.247549030384664e-32			1.0300832205529644	-0.27667524518984643	65.0	242.0	2.5006127533961913e-30
ja_biosynthesis	Flight_BRIC_FLT_vs_GC	-0.32590445333156004	-0.305946416576976	-0.01995803675458402	-0.1712374005857816	0.8642068306317576	100.0	106.0					0.9372383937837372
ja_biosynthesis	Flight_CARA_FLT_vs_GC	-0.03289773857762818	-0.07458247506833658	0.041684736490708404	1.1688947022701102	0.2505763302161103	18.0	18.0					0.41018356652242555
ja_biosynthesis	Flight_VEGGIE_FLT_vs_GC	1.0134710439849013	1.0494640932157049	-0.0359930492308036	-0.4991950704559066	0.619380758197831	35.0	30.0					0.7862565120550611
ja_biosynthesis	Organ_root_vs_other			-0.15018093842217203	-1.119783984295869	0.26368685333118286			-0.1247431247480587	0.025437813674113338	52.0	255.0	0.42299766055210586
ja_biosynthesis	Organ_leaf_vs_other			1.2327797333959722	6.0841715065560145	3.505222586975971e-09			1.160499488441159	-0.07228024495481317	18.0	289.0	1.5422979382694272e-08
ja_biosynthesis	Organ_shoot_vs_other			-1.0233902369468044	-3.68320645057951	0.0002723900095635965			-0.9900550500755735	0.03333518687123097	10.0	297.0	0.0006214527625599091
ja_biosynthesis	Organ_whole_seedling_vs_other			0.5143302575449967	5.329047150007906	1.9227893334441497e-07			0.26805485735244083	-0.24627540019255587	147.0	160.0	7.311347095071581e-07
ja_signaling	Flight_FLT_vs_GC	-0.010874873165034155	0.010804257105519747	-0.021679130270553904	-0.20903755321938536	0.8345584651851967	153.0	154.0					0.9246187312123761
ja_signaling	HW_BRIC_vs_other			-0.7622827710320708	-7.519432250105665	6.187928749987713e-13			-0.25078358265224543	0.5114991883798253	206.0	101.0	3.665157798069646e-12
ja_signaling	HW_CARA_vs_other			-0.2621972010583313	-1.6338094630521907	0.10333062884372654			-0.23145094946842992	0.030746251589901356	36.0	271.0	0.18831854250809335
ja_signaling	HW_VEGGIE_vs_other			1.1708869184754191	10.86291404943225	1.8682787167334133e-23			0.9229792647265512	-0.24790765374886786	65.0	242.0	3.3848814397287726e-22
ja_signaling	Flight_BRIC_FLT_vs_GC	-0.2903429136584596	-0.21346345906147718	-0.07687945459698242	-0.5949254325101742	0.5525526294802506	100.0	106.0					0.7373178079608217
ja_signaling	Flight_CARA_FLT_vs_GC	-0.22519806450889787	-0.23770383442796186	0.012505769919063991	0.12626315055473078	0.9002673453530858	18.0	18.0					0.9520898848715736
ja_signaling	Flight_VEGGIE_FLT_vs_GC	0.8978285980787397	0.9523217091489978	-0.054493111070258116	-1.0202414517916212	0.3115159161001178	35.0	30.0					0.4846979224592256
ja_signaling	Organ_root_vs_other			-0.3267772412797696	-2.3855199307169634	0.017665236606911695			-0.2714273502486692	0.05534989103110039	52.0	255.0	0.03556139133940393
ja_signaling	Organ_leaf_vs_other			1.0989258358404905	5.1940179801272475	3.769941196621199e-07			1.0344937021430018	-0.06443213369748875	18.0	289.0	1.3989661307943725e-06
ja_signaling	Organ_shoot_vs_other			-1.0785234192733122	-3.777294294546688	0.000190603067817612			-1.0433923632709248	0.03513105600238738	10.0	297.0	0.00044813545715896564
ja_signaling	Organ_whole_seedling_vs_other			0.6911497498838499	7.201754442509524	4.6678228877949366e-12			0.36020833870168006	-0.3309414111821698	147.0	160.0	2.6623878693348897e-11
