	Endodermis	Trichoblast	Columella	Phloem Pole Pericycle	Metaphloem & Companion Cell	Cortex	Lateral Root Cap	Atrichoblast	Xylem Pole Pericycle	Procambium	Protoxylem	Metaxylem	Protophloem
AT1G16350	0.19514237	0.036699064	0.112207815	1.0959088	0.12556218	0.07352407	0.1349887	0.105705015	1.0625161	0.48266783	0.009110373	0.34297705	0.054942723
AT1G16360	0.02770112	0.0033089307	0.0	0.01282116	0.005448738	0.008798783	0.0009820797	0.013679014	0.0069211954	0.0021019697	0.0	0.0	0.02759461
AT1G16370	0.8818803	0.058053553	0.02575998	0.34957093	0.41877982	0.4671913	0.01867494	0.38364595	0.2303671	0.2076718	0.028629279	0.19620469	0.023016961
AT1G16380	0.02158822	0.0020043608	0.0	0.010106515	0.003139348	0.0062244637	0.0	0.001918932	0.00049850193	0.0039444724	0.0	0.0026705556	0.0
AT1G16390	0.5156882	0.0018351402	0.0	0.005704708	0.007669763	0.003659745	0.0009111194	0.0036991523	0.0063076774	0.001395797	0.0	0.0	0.0
AT1G16420	0.0021669765	0.018856777	0.0	0.0	0.0	0.0005146867	0.0031601521	0.0068433397	0.0	0.0015180898	0.0	0.050455842	0.0
AT1G16430	0.053821575	0.086409844	0.047499202	0.032285873	0.019704659	0.030044632	0.066930726	0.023792641	0.05834316	0.054400343	0.013461524	0.05586134	0.012188313
AT1G16440	0.0022657767	0.27329692	0.005594013	0.0042346483	0.0068559255	0.0013324458	0.0024816967	0.002005965	0.0039644763	0.0017426301	0.07093933	0.0014166462	0.016146975
AT1G16445	0.0059944508	0.009901858	0.003641698	0.00094341923	0.0	0.0028036046	0.0029560449	0.0043670465	0.0062441602	0.0049275802	0.010662054	0.008491337	0.0
AT1G16460	0.091158666	0.020222103	0.068081774	0.23221447	0.15413415	0.076492794	0.06016227	0.039882783	0.27078635	0.1249181	0.026931062	0.12429899	0.036747117
AT1G16470	0.6136178	0.4249238	0.28439516	0.63404334	0.6178971	0.42229795	0.46607158	0.42825085	0.75302017	0.54526174	0.505423	0.9091021	0.8085201
AT1G16480	0.00243711	0.0028278353	0.0026605998	0.003356929	0.0	0.004282057	0.005237512	0.00077042374	0.0013502133	0.0020660858	0.015688708	0.0045313523	0.0051808073
AT1G16489	0.0008856851	0.0	0.0	0.0	0.0	0.0024293785	0.0	0.0	0.00032978208	0.00023835675	0.025841098	0.0064734137	0.0
AT1G16500	0.02643387	0.00027635982	0.0	0.12339294	0.0	0.0	0.010105437	0.008373926	0.040996827	0.0	0.3448194	0.0	0.0
AT1G16510	0.022062182	0.0003736774	0.005324499	0.011966374	0.0009455164	0.0065886863	0.0014431636	0.005117731	0.0064894836	0.0075955163	0.0	0.0015075133	0.016403954
AT1G16515	0.0018950301	0.0	0.0	0.0	0.0	0.0073396144	0.0	0.0029177496	0.00020812706	0.00079021836	0.026284635	0.0	0.0
AT1G16520	0.14605713	0.02739902	0.07949911	0.14854476	0.11630508	0.10254529	0.065664165	0.06876606	0.15503065	0.18409692	0.3720793	0.12078285	0.25336534
AT1G16530	0.0021432247	0.00014010028	0.0	0.00800503	0.0038240324	0.001240847	0.0013550316	0.0	0.0059387386	0.008577895	0.18851298	0.028897053	0.052364726
AT1G16540	0.027438484	0.037983872	0.08106329	0.03621099	0.039820194	0.035957687	0.05062516	0.059253354	0.02361046	0.02460181	0.037885085	0.017385319	0.040497586
AT1G16560	0.3131836	0.6154974	0.13713087	0.2389367	0.2997584	0.37987435	0.22597979	0.4516076	0.29411402	0.22442366	0.21816835	0.42123386	0.23478264
AT1G16570	0.09915683	0.10797271	0.05861348	0.06734392	0.08391015	0.08901689	0.10973565	0.08704859	0.075686894	0.055002656	0.14709966	0.12368456	0.10626285
AT1G16590	0.0042069564	0.0068050995	0.007279169	0.0015844144	0.0029618728	0.0023245134	0.013536831	0.011425198	0.00780879	0.0070826113	0.0026276829	0.0	0.0
AT1G16610	0.32578334	0.22598758	0.36872855	0.31970125	0.20733894	0.23993282	0.54336447	0.24108118	0.41942108	0.30344263	0.13755582	0.39931092	0.25838083
AT1G16630	0.008247052	0.0012509681	0.0020909032	0.0015239383	0.0035786491	0.0023746649	0.02314338	0.012806945	0.001095931	0.00037982993	0.0	0.0	0.0
AT1G16635	0.0025200425	0.001979319	0.0	0.009276349	0.0	0.0	0.0024598327	0.00076206605	0.0056535145	0.002752614	0.0	0.012814619	0.0
AT1G16640	0.0047845994	0.00024852913	0.0029007809	0.0012049044	0.0	0.001057031	0.0030248624	0.0031788843	0.00086347293	0.0015178458	0.0011553317	0.0	0.0
AT1G16650	0.013565731	0.012774597	0.042957727	0.012081752	0.007928988	0.014802938	0.028930055	0.012459905	0.031096825	0.016732825	0.005475711	0.039690685	0.020348877
AT1G16670	0.109971695	0.064702906	0.12044337	0.039712228	0.03571303	0.10959244	0.12176885	0.12623304	0.026480634	0.032870073	0.014818436	0.017145436	0.039925277
AT1G16680	0.016782278	0.009006034	0.041632712	0.083236724	0.035506837	0.014462422	0.04377124	0.021436473	0.02379128	0.03342419	0.030963132	0.037384335	0.04516188
AT1G16690	0.017078001	0.017466364	0.022063488	0.026143808	0.015921142	0.024486925	0.0344356	0.021381523	0.028543063	0.019386306	0.01010759	0.021045301	0.043092653
AT1G16700	1.0840738	1.5070134	0.6097433	1.1310099	1.4789631	1.1001291	0.8078982	1.07496	1.2159392	1.0167096	1.0468756	1.261712	0.7432072
AT1G16705	0.0005165671	0.0025889478	0.0078556435	0.0037710893	0.0045261737	0.002244914	0.0049686483	0.023937235	0.00056127546	0.00031308463	0.00543191	0.0	0.0
AT1G16710	0.042948976	0.0468693	0.095831305	0.010249727	0.015358426	0.050452184	0.09780318	0.06326793	0.026344806	0.014281712	0.026555687	0.019559512	0.0340052
AT1G16720	0.0562421	0.046146747	0.013281745	0.057822913	0.035217836	0.19173086	0.026858676	0.04608026	0.055946894	0.024614366	0.026969071	0.015875174	0.027850276
AT1G16730	0.0012238157	0.00030477467	0.0	0.0	0.0	0.003648203	0.0	0.0005510795	0.0005181696	0.0	0.0	0.0	0.0
AT1G16740	0.2746735	0.24342915	0.17087188	0.22994451	0.30589285	0.16406092	0.39804098	0.25202316	0.3958003	0.17226636	0.08949526	0.32498103	0.10239964
AT1G16750	0.00093250244	0.00035029344	0.0	0.006957267	0.0	0.0007145951	0.0009304092	0.0013487237	0.00044523954	0.0	0.0	0.0	0.0
AT1G16770	0.0007111335	0.0	0.0	0.0	0.00044803607	0.00018627087	0.0023660732	0.00041975707	0.0028080898	0.0	0.0	0.0	0.0
AT1G16780	0.0034028383	0.0026918158	0.0035728486	0.0	0.006005472	0.003997736	0.0067527895	0.0034334562	0.009227737	0.008178295	0.001422479	0.0011339454	0.030738223
AT1G16800	0.0076436177	0.0038085969	0.023348484	0.011921366	0.012123483	0.010073191	0.020018147	0.012518114	0.009220012	0.0063301586	0.0013334556	0.016864734	0.0
AT1G16810	0.5941995	0.44664246	0.47903782	0.5993468	0.5059504	0.56784	0.6615094	0.4518332	0.712509	0.54077494	0.5094165	0.66772395	0.43253183
AT1G16820	0.0016838724	0.001212729	0.011531951	0.018727828	0.004026685	0.004764177	0.01361177	0.0034750663	0.008700396	0.014788291	0.0059459256	0.031437427	0.0
AT1G16825	0.024034988	0.04799162	0.039869726	0.031391285	0.05548034	0.033338137	0.06923532	0.024432177	0.041028958	0.04667887	0.065985546	0.08733571	0.13580447
AT1G16830	0.004983631	0.004495904	0.0	0.0048420955	0.01542619	0.0002935872	0.0027739408	0.0032952598	0.0042155813	0.0015817607	0.0	0.0	0.0
AT1G16840	0.77789336	0.93271154	1.0343373	0.5639591	0.5880783	0.7454242	1.0792943	0.80249876	0.54677045	0.555028	0.9854287	0.5219007	0.55940855
AT1G16850	0.16876462	0.21562393	0.25963604	0.070009716	0.015233186	0.32771057	0.53901714	0.38858873	0.056249816	0.076307945	0.2016034	0.2959004	0.04614789
AT1G16860	0.29639623	0.43559247	0.17902938	0.14767648	0.1266014	0.4327034	0.2539811	0.502994	0.1547823	0.20117632	0.74775046	0.35192245	0.27464128
AT1G16870	0.08318076	0.10357039	0.119835064	0.09478928	0.13225481	0.051775586	0.24346033	0.1215839	0.16303022	0.12713769	0.034217693	0.20745319	0.102137074
AT1G16880	0.09230865	0.016282365	0.030407628	0.24142028	0.16911358	0.23097374	0.047442555	0.07131548	0.25037605	0.12882452	0.21090107	0.07298775	0.09951842
AT1G16890	1.2792907	1.4623249	1.0717328	1.3650295	1.80105	1.0367062	1.1280644	1.0023361	1.3518577	1.1811708	1.2132008	1.3843019	1.8960037
AT1G16900	0.018739387	0.034589138	0.07817304	0.06795476	0.04571652	0.03618596	0.13881427	0.04918071	0.036750894	0.025101997	0.053299643	0.05283913	0.13503481
AT1G16905	0.0021959848	0.0041871066	0.8405066	0.006155992	0.014437908	0.0039118067	0.5380625	0.0030165615	0.004489382	0.0041689337	0.0041052243	0.0	0.0
AT1G16916	0.070771515	0.100602	0.036292564	0.059218623	0.025855448	0.060251478	0.088583715	0.07517277	0.09608702	0.07541855	0.037867926	0.13974565	0.08386971
AT1G16920	0.38298678	0.30597854	0.469167	0.23160486	0.29008916	0.5543194	0.8666848	0.4754215	0.36025226	0.3024383	0.35613543	0.919971	0.4368904
AT1G16930	0.01936893	0.04462894	0.028962316	0.0	0.00973012	0.021125184	0.045243457	0.03599244	0.0049495935	0.003023107	0.008220702	0.015430782	0.0
AT1G16970	0.046401806	0.09352961	0.04504481	0.027414031	0.03156659	0.033664882	0.06399518	0.07389319	0.041229997	0.03225647	0.008348249	0.030444082	0.0
AT1G17020	0.000671019	0.0017989925	0.0012830533	0.0	0.0	0.0038441916	0.0	0.0064745084	0.0008480878	0.0	0.0036808073	0.0	0.0
AT1G17030	0.00055569864	0.00070297	0.0	0.0	0.0	0.0	0.0054404065	0.0019826984	0.0021747386	0.0	0.01622948	0.0	0.0
AT1G17040	0.016259395	0.0037496483	0.020118413	0.0067771473	0.004579484	0.009251101	0.024283458	0.006237116	0.013536059	0.0105631305	0.0009353716	0.0018617982	0.0236458
AT1G17050	0.08806887	0.061411142	0.10976426	0.032970138	0.026620843	0.15794711	0.12881663	0.09975838	0.08848137	0.07921966	0.011164398	0.029737465	0.038682915
AT1G17060	0.04044118	0.30765924	0.5777164	0.040005792	0.046318807	0.2185608	0.5086731	0.6150766	0.031598058	0.040295098	0.052179374	0.042371962	0.07409677
AT1G05287	0.003125771	0.0016220224	0.0010515688	0.0	0.0016954398	0.0038327246	0.0027720479	0.004378926	0.0008687013	0.00150491	0.0	0.0	0.0
AT1G17070	0.026360981	0.04155424	0.057665072	0.007965652	0.024542661	0.019947028	0.050415214	0.025034474	0.012165562	0.012359759	0.012267886	0.008256592	0.008200719
AT1G17080	1.1776295	1.25912	1.3412273	1.0218307	1.0158311	1.3433478	1.1667966	1.5245445	0.8804858	1.1657362	1.6618648	1.1592139	1.4126183
AT1G17090	0.091327794	0.08082072	0.0166911	0.05521034	0.019718528	0.16214633	0.017259864	0.11139039	0.07893001	0.03427623	0.7047102	0.008895876	0.061010536
AT1G17100	0.016323581	0.0077996613	0.04676589	0.009993865	0.013989993	0.04753269	0.041600056	0.02306387	0.034812294	0.012460573	0.020540224	0.005856826	0.0
AT1G17110	0.043953765	0.032535147	0.13088122	0.025191411	0.041061297	0.08015302	0.116305046	0.058301575	0.026893687	0.0348958	0.008466764	0.01304192	0.039154124
AT1G17120	0.13890544	0.12446675	0.02225375	0.082352005	0.12583916	0.13573876	0.059785523	0.11143343	0.08773041	0.1132747	0.1394686	0.13470894	0.074388415
AT1G17130	0.30160624	0.22551104	0.3605915	0.21109933	0.23739357	0.1972646	0.37454712	0.24960689	0.2382714	0.23650298	0.25229272	0.26388627	0.34275892
AT1G17140	0.014085894	0.0030126364	0.02899174	0.0	0.0054430026	0.013802798	0.03938442	0.028422829	0.012226689	0.019620843	0.0034557206	0.0	0.0
AT1G17145	0.16026102	0.03568612	0.30972478	0.07377849	0.055543363	0.08223468	0.19912346	0.081444524	0.05821423	0.048580006	0.013376438	0.04778257	0.03194885
AT1G17147	0.17979896	0.31417057	0.8061941	0.16275468	0.15696876	0.35826564	0.62340736	0.31791568	0.23781529	0.22880536	0.13040327	0.13824005	0.07985273
AT1G17160	0.20130703	0.17550197	0.10184663	0.15734614	0.09672412	0.18328366	0.15255064	0.11827026	0.16975205	0.11742999	0.25806332	0.3259095	0.115537584
AT1G17170	1.742909	0.60669434	2.118438	0.661689	0.5792638	1.8003747	1.5960081	1.0722744	0.71735954	1.0824581	0.8488167	0.9492354	1.0596693
AT1G17180	0.54907936	0.7532688	2.9197233	0.46497828	0.6662637	0.61519086	2.8722231	1.1913091	0.47123197	0.54534245	0.9096067	0.19023842	0.7936435
AT1G17190	2.5594387	2.6151848	2.8585334	1.7469369	1.8989	2.5413096	2.6832302	2.7504015	1.8537357	1.6174918	1.2550254	1.459658	1.7105106
AT1G17200	0.008388189	0.0041829604	0.06313017	0.0	0.0010125646	0.0074926806	0.07712041	0.025017753	0.005790013	0.0023602173	0.0029179822	0.0035251593	0.0
AT1G17210	0.14340287	0.1955609	0.2024229	0.10671203	0.17435098	0.18635719	0.28674066	0.18900016	0.11689132	0.09577396	0.09355971	0.11805498	0.18458343
AT1G17220	0.016492559	0.0016487454	0.017061882	0.029788598	0.0065951035	0.104783125	0.043562874	0.01885645	0.040173337	0.026592467	0.007886296	0.008483356	0.0070017884
AT1G17235	0.00018965984	0.0037612868	0.04866932	0.0	0.0	0.0031292	0.051068775	0.0024724347	0.0020028665	0.0017683698	0.016684815	0.0	0.008221961
AT1G17255	0.008486068	0.0049656685	0.008272411	0.0060533886	0.0	0.0042412034	0.0036784022	0.0023710658	0.0038162856	0.00042813722	0.0034878189	0.006132049	0.0
AT1G17260	0.0006339167	0.0005809377	0.007719359	0.0	0.0	0.0004894897	0.0033899567	0.0007952079	0.0	0.0	0.004117959	0.0	0.0
AT1G17270	0.018027997	0.04774642	0.034633424	0.0070730927	0.014297105	0.014553274	0.032756686	0.02247911	0.015013472	0.017992552	0.02005729	0.0026705556	0.045994647
AT1G17280	0.327967	0.37164214	0.2911515	0.24261887	0.26134568	0.3079898	0.29247436	0.33400977	0.26065752	0.27814677	0.45882824	0.21886581	0.30918464
AT1G17285	0.04616291	0.040941603	0.33529505	0.023457138	0.008864789	0.10372847	0.54054934	0.20119601	0.014445185	0.019572223	0.010631636	0.0	0.0
AT1G17290	0.4740775	0.69620943	0.96601146	0.3001723	0.30512342	0.5762439	0.9450441	0.6343316	0.36491	0.42828837	0.33062306	0.38519207	0.2774588
AT1G17300	0.5420046	0.025037404	0.045892965	0.043476794	0.03197447	0.7629364	0.03518172	0.033331577	0.040942226	0.030742077	0.044774096	0.016939878	0.047025006
AT1G17310	0.036130574	0.0027257432	0.0048851594	0.014879865	0.012388546	0.0043968833	0.021037089	0.0039549205	0.005240708	0.0073052444	0.015249089	0.0	0.00506337
AT1G17330	0.20683888	0.094774	0.16115949	0.016325243	0.014205904	0.07588195	0.0914441	0.1011176	0.048386514	0.047793094	0.07255931	0.04202733	0.0
AT1G17340	0.14239258	0.39053008	0.34505582	0.018379884	0.043292303	0.23028974	0.17940575	0.3459037	0.036107633	0.05162026	0.32200828	0.080294885	0.0059624584
AT1G17345	0.004105743	0.014807282	0.0050960844	0.00047572886	0.01323015	0.0038904946	0.0016712344	0.0041713277	0.0017940326	0.044410963	0.0015243103	0.06988972	0.004638017
AT1G17350	0.16332705	0.25960281	0.10137422	0.114779666	0.14759247	0.13270476	0.24764779	0.16077231	0.24127983	0.16776787	0.07683585	0.3266783	0.118514895
AT1G17360	0.3158207	0.2883401	0.24281791	0.12545434	0.18544146	0.17949942	0.2825	0.31649098	0.11751119	0.1506196	0.58704656	0.10312909	0.5085439
AT1G17370	0.20565368	0.042701818	0.25931722	0.23487777	0.10464609	0.1293111	0.2627571	0.09512811	0.20791355	0.24972945	0.06267186	0.32860044	0.15639089
AT1G17380	0.09242742	0.049364075	0.252133	0.12343207	0.178419	0.053116623	0.16401254	0.06694774	0.11456902	0.14638041	0.15974562	0.08914975	0.17878309
AT1G17400	0.0	0.0	0.12316191	0.0	0.0	0.0041567236	0.002074995	0.0006497231	0.0	0.0	0.0	0.0	0.0
AT1G17410	0.10857765	0.1492107	0.1690104	0.1128868	0.17251341	0.08557887	0.18438847	0.10145509	0.13245521	0.15730478	0.06434322	0.113019556	0.10276214
AT1G17420	0.02679294	0.019847123	0.3747743	0.06881035	0.056937724	0.036029924	0.19115935	0.076020874	0.063260265	0.15275556	0.061027803	0.089562595	0.0
AT1G17430	0.20135196	0.027188275	0.02385887	0.3605271	0.14637141	0.10965715	0.033960737	0.06528108	0.26952073	0.1715921	0.21655376	0.24305919	0.015759887
AT1G17440	0.0687308	0.02651894	0.043963443	0.04035916	0.024103321	0.062342122	0.05468311	0.053218603	0.04415558	0.030324662	0.039257538	0.006954556	0.045726635
AT1G17450	0.016813502	0.023989752	0.022637386	0.015026888	0.0064272056	0.02452127	0.029758645	0.019097755	0.027204415	0.016893981	0.02593953	0.014624126	0.025060618
AT1G17455	0.16735902	0.33446458	0.045299068	0.08044565	0.13209467	0.19701804	0.14436463	0.22991197	0.11429934	0.07734291	0.07554578	0.103480846	0.13221547
AT1G17460	0.005301751	0.0037728138	0.019127414	0.0	0.0	0.005717678	0.013149053	0.009347088	0.00033581245	0.0049781646	0.0	0.0026405999	0.023808153
AT1G17470	0.26025635	0.21408767	0.22009288	0.23798656	0.20807935	0.19977179	0.30757028	0.21131179	0.3516178	0.28652745	0.20280248	0.47723562	0.13988104
AT1G17480	0.0002853018	0.00045580202	0.0094744535	0.0012481868	0.0	0.0017175543	0.0037099943	0.0014904467	0.004256416	0.001005138	0.0	0.0	0.013267409
AT1G17490	0.064976916	0.04940441	0.13521141	0.042751763	0.099090084	0.0840187	0.16173245	0.06492052	0.05683305	0.032067228	0.03375756	0.010565694	0.085957505
AT1G17500	0.05873006	0.27919564	0.25147304	0.022641947	0.019665556	0.24177052	0.20112306	0.20993577	0.037245367	0.025878087	0.032149542	0.04573532	0.0059624584
AT1G17510	0.089775406	0.110925615	0.07033565	0.104363024	0.16487409	0.10511584	0.13232967	0.12736262	0.1347037	0.16817723	0.06673113	0.37273678	0.062735
AT1G17520	0.13544801	0.11514841	0.22166446	0.105252765	0.11982753	0.11120208	0.221533	0.11582565	0.103703424	0.12649694	0.06765113	0.08557757	0.08101568
AT1G17530	0.2201429	0.2720988	0.4359716	0.11181237	0.12993544	0.16142607	0.46549323	0.20153919	0.20212942	0.13577278	0.118267976	0.23929621	0.05497005
AT1G17540	0.00044722657	0.0011477935	0.0	0.0	0.0	0.00060527463	0.0007569688	0.0	0.0	0.0	0.0	0.0	0.0
AT1G17550	0.13391352	0.21947868	0.38058385	0.09182416	0.113212645	0.19612141	0.25115192	0.26156238	0.0916944	0.09357096	0.1448306	0.11332726	0.11678453
AT1G17560	0.026553929	0.019947082	0.018751055	0.015548254	0.009381222	0.0041140947	0.052408163	0.038586814	0.049278826	0.015722983	0.022935852	0.057659805	0.015918942
AT1G17580	0.091406755	0.057556547	0.24596642	0.030297996	0.026612876	0.13192205	0.14886096	0.11857015	0.051376477	0.055812504	0.051356327	0.022253169	0.04427014
AT1G17590	0.002748968	0.0006014655	0.0	0.008645134	0.0	0.0011279183	0.0015180365	0.0015101583	0.003043923	0.00032277885	0.0	0.0	0.0
AT1G17620	0.54104584	0.63205165	1.6365904	0.57084846	0.49972695	1.0565225	1.8868018	1.1386908	0.4556308	0.75962216	2.3193617	0.9674375	0.9638162
AT1G17630	0.0	0.0	0.006179386	0.0034420937	0.0	0.0011425053	0.0027092793	0.0013001999	0.0024784384	0.0	0.0044808425	0.0	0.0
AT1G17640	0.020540103	0.0021632083	0.0089231795	0.009637997	0.032724656	0.008871035	0.0153664015	0.00663312	0.025774213	0.0128818415	0.009686063	0.026178453	0.004923045
AT1G17650	0.005648552	0.0019799764	0.0047722445	0.0077628866	0.010954803	0.0061776815	0.0090394365	0.0011639106	0.013612525	0.012482213	0.036788017	0.0011398635	0.013655805
AT1G17665	0.022667063	0.009233573	0.032714095	0.00732603	0.03571372	0.01159486	0.04232138	0.01943246	0.010494424	0.01684858	0.00940222	0.0016151702	0.03720124
AT1G17680	0.029468715	0.029317357	0.048776608	0.03204893	0.015769122	0.024508914	0.03623375	0.017566279	0.023001608	0.017859833	0.016361881	0.008007054	0.05992817
AT1G17690	0.051688164	0.030108985	0.03246911	0.023142481	0.026229698	0.026691303	0.056035455	0.03469697	0.040736884	0.024116077	0.0015623362	0.051362894	0.007990054
AT1G17700	0.016998122	0.0	0.0	0.0	0.0	0.0	0.010885073	0.0	0.00020479737	0.0	0.0	0.0	0.0
AT1G17720	0.26762876	0.36350843	0.26236463	0.2165207	0.20700166	0.39104655	0.29413456	0.4080418	0.20016183	0.17352076	0.3129089	0.19426727	0.18850029
AT1G17730	0.38461462	0.36849782	0.22984587	0.3337619	0.5956514	0.24409579	0.3262051	0.3246745	0.3203533	0.40731812	0.59823394	0.3562048	0.52855885
AT1G17745	0.4331575	0.59173137	0.25745508	0.5326624	0.94871503	1.1519976	0.19852246	1.0656909	0.8503806	1.2787646	0.22557752	1.0340009	0.15329796
AT1G17750	0.012212868	0.01523818	0.029292751	0.047918282	0.027844397	0.055180516	0.02096918	0.049295552	0.037069734	0.10758593	0.051447764	0.05902141	0.0
AT1G17760	0.0322769	0.01845936	0.052105177	0.050046023	0.025503011	0.041947752	0.058172803	0.03603192	0.04179032	0.02794633	0.011051295	0.0052662017	0.020084836
AT1G17780	0.1174507	0.026215075	0.05340205	0.05241748	0.036580052	0.082525626	0.0322591	0.02563305	0.035332542	0.039396416	0.022804843	0.0038657452	0.052058835
AT1G17790	0.027693523	0.022230288	0.03747629	0.0297882	0.03830091	0.014556049	0.054250162	0.019233316	0.033137813	0.035418075	0.012207938	0.025157314	0.00506337
AT1G17830	0.004852269	0.0	0.008973894	0.0	0.0	0.0046143304	0.028684126	0.0028965631	0.00030780648	0.0	0.00095604284	0.0	0.0
AT1G17850	0.0007712572	0.0	0.00090668874	0.0	0.0	0.00076751376	0.0054727714	0.0013356741	0.00053599844	0.0	0.0	0.0	0.0
AT1G17860	0.0007035457	0.00041169196	0.0057100686	0.0	0.0	0.0015201445	0.0026097223	0.0016169504	0.00016136766	0.0	0.0	0.0	0.0
AT1G17870	0.0059694303	0.018865675	0.04058257	0.008867843	0.0048258794	0.013476799	0.038267244	0.035722475	0.009317183	0.003971556	0.0031108577	0.006580597	0.011596039
AT1G17880	0.82166755	0.8235528	0.7442179	0.9529427	0.8407946	0.61148113	1.2811761	0.75054204	1.5093726	1.0196445	0.5740569	1.632889	0.94333464
AT1G17890	0.24457474	0.3929299	0.28015116	0.15844709	0.17143787	0.24851681	0.59494215	0.35048193	0.16546825	0.11949293	0.2710471	0.20125918	0.17171535
AT1G17920	0.00018344085	0.0014868944	0.02092573	0.0	0.003899072	0.005711601	0.011063827	0.0029112224	0.00046939313	0.0012348635	0.0	0.0	0.013267409
AT1G17930	0.042415094	0.018030886	0.05989456	0.033501558	0.031955436	0.023884604	0.06494997	0.027652463	0.04159035	0.048498686	0.03540367	0.035217486	0.02225101
AT1G17940	0.09544692	0.048841108	0.035287187	0.015439571	0.017380837	0.01642611	0.025119415	0.02824552	0.02578361	0.029050466	0.35402042	0.0068638735	0.008200719
AT1G17950	0.0	0.0	0.0	0.0	0.0	0.00024835888	0.0012976005	0.00072928396	0.00050321245	0.0	0.42573476	0.0	0.0
AT1G17960	0.0043419	0.0022138879	0.0	0.0007034849	0.0	0.0018448507	0.00040481245	0.0044486476	0.0	0.0034500689	0.17753863	0.0	0.0
AT1G17970	0.9606635	0.12697284	0.021280164	0.29962695	0.13314733	0.3649648	0.024677105	0.08384144	0.2559871	0.08992979	0.045601767	0.14662787	0.082281366
AT1G17980	0.031274192	0.018195337	0.03059952	0.04250029	0.023408582	0.016458202	0.029438138	0.027151521	0.03142731	0.03085695	0.04381696	0.044507172	0.0
AT1G18030	0.03027311	0.025897985	0.02294334	0.056804497	0.04177742	0.03364811	0.029088141	0.023977065	0.053875282	0.05004436	0.035337724	0.024885828	0.03883403
AT1G18040	0.02848966	0.011900181	0.033717833	0.02324032	0.024523506	0.01917121	0.040634654	0.016391015	0.044194996	0.026253823	0.015875736	0.027237834	0.051461134
AT1G18060	0.0135177085	0.0006814366	0.0047433153	0.0595106	0.004486971	0.032185506	0.0049248864	0.0048275013	0.12095817	0.050150014	0.002089336	0.043477584	0.0
AT1G18070	0.6397897	0.5303603	0.5903057	0.546887	0.5917099	0.48596853	0.6638411	0.53283274	0.6552261	0.60786927	0.68918514	0.8185944	0.73875266
AT1G18080	0.38272586	0.8306436	0.452875	0.57333606	0.6438129	0.31031448	1.0724423	0.66361165	1.5078009	0.5854151	0.4428966	1.5104401	0.44138685
AT1G18090	0.0034419105	0.003949216	0.0022428648	0.0020483083	0.0	0.00050001557	0.0009977462	0.00023043758	0.00223134	0.0029453102	0.0	0.0016151702	0.0
AT1G18100	0.14383288	0.013951081	0.0063662683	0.0081140185	0.007301412	0.011954573	0.0030098574	0.010862656	0.08639795	0.022827195	0.014063485	0.017958205	0.0
AT1G18130	0.0	0.0	0.0	0.014400238	0.0013972151	0.0	0.0	0.0	0.002119205	0.00062053674	0.0	0.0	0.0
AT1G18140	0.028373735	0.001810004	0.0073026903	0.788573	0.05651713	0.0039610155	0.010845273	0.0071063903	0.51707333	0.14022169	0.003699376	0.0230369	0.023402762
AT1G18150	0.13498624	0.546476	0.07161958	0.17238708	0.14766608	0.13823275	0.11825681	0.30339518	0.16807014	0.119064026	0.056191105	0.10760002	0.059599005
AT1G18160	0.05895692	0.16423075	0.09177096	0.024548681	0.033171967	0.08627484	0.104050145	0.08984674	0.04651901	0.03995513	0.22559789	0.015438823	0.061908677
AT1G18170	0.009726937	0.0077772113	0.013907466	0.024520151	0.031226793	0.010506782	0.018709179	0.00980457	0.056215055	0.06588856	0.015674494	0.07699561	0.0
AT1G18180	0.01276268	0.1774722	0.056475658	0.011756988	0.01921957	0.010046717	0.08532453	0.09823803	0.021930868	0.032729793	0.035767924	0.038540374	0.08198658
AT1G18190	0.0587531	0.055507574	0.08242348	0.048573744	0.04347615	0.07736676	0.09536778	0.07302082	0.050547726	0.051321916	0.24549161	0.057967328	0.060431328
AT1G18193	0.039743636	0.11031668	0.08102852	0.015690396	0.03999531	0.05705389	0.16278595	0.20942833	0.022495003	0.027050035	0.019660028	0.00799575	0.0
AT1G18197	0.0	0.0009198187	0.0023221218	0.0	0.0	0.00067820406	0.00043580306	0.0008488476	0.0016738289	0.00035070674	0.0	0.0	0.008221961
AT1G18200	0.0056568785	0.0031020928	0.007500091	0.0	0.004452021	0.012206801	0.008607753	0.011207733	0.0029605937	0.0117633715	0.0040065413	0.0	0.0
AT1G18210	1.0520831	1.1618804	2.0171404	0.54994386	1.2759737	1.272518	2.1574664	1.3395731	0.7916865	1.0786196	1.3214128	0.9609622	2.1826887
AT1G05397	0.0006162704	0.00037819173	0.0069360435	0.0	0.0	0.00050091656	0.0015396555	0.0	0.0018972649	0.0018850783	0.0	0.0	0.0
AT1G18250	0.026931813	0.0	0.18940498	0.00422902	0.0	0.074650064	0.0076481774	0.018785173	0.00564429	0.0004480553	0.0	0.0	0.003966352
AT1G18260	0.21235542	0.2577244	0.22580428	0.12336809	0.14271633	0.23663636	0.26103428	0.25069478	0.12310708	0.11654048	0.4275782	0.16452277	0.17327343
AT1G18265	0.00206494	0.012919138	0.21712466	0.0048634578	0.0059475973	0.023865782	0.009456181	0.010817028	0.0056254766	0.0051365877	0.0	0.001867955	0.0
