	Endodermis	Trichoblast	Columella	Phloem Pole Pericycle	Metaphloem & Companion Cell	Cortex	Lateral Root Cap	Atrichoblast	Xylem Pole Pericycle	Procambium	Protoxylem	Metaxylem	Protophloem
AT2G07779	0.0008982709	0.006743921	0.009985992	0.0	0.008518186	0.0008507542	0.009010167	0.006040088	0.0036131893	0.0	0.0	0.0	0.0
AT2G07672	0.00022904995	0.0027747408	0.0	0.0	0.0	0.0	0.0033588146	0.0013318248	0.0010109366	0.0	0.00091517775	0.0	0.0
AT2G07617	0.0002199925	0.0	0.0067219064	0.0	0.0	0.0014495177	0.0025759316	0.0017696277	0.00029528377	0.0	0.0	0.0	0.0
AT2G07673	0.00052539876	0.0002528049	0.0	0.0006349188	0.0	0.00162479	0.0009904582	0.0027453345	0.0	0.0	0.0	0.0	0.0
AT2G07674	0.00019134759	0.0019662164	0.0013076115	0.0	0.0	0.0029932966	0.003369662	0.0026470532	0.0030339942	0.0	0.0	0.0011951893	0.0
AT2G07623	0.0004685354	0.0019640408	0.0	0.0	0.0	0.0	0.0031498452	0.0014792122	0.0009143826	0.0	0.0	0.0	0.0
AT2G07678	0.0033445081	0.0048952005	0.005682323	0.0	0.0	0.0024509374	0.004316017	0.0026555571	0.005949216	0.0039343564	0.0	0.0	0.0
AT2G07625	0.0007048252	0.004319296	0.001023974	0.0	0.0	0.0017869167	0.0052826926	0.0023955922	0.0031170223	0.00091862964	0.002183354	0.0	0.0
AT2G07681	0.005414296	0.0068326513	0.0016398231	0.0014079642	0.0045661773	0.008353042	0.0073160874	0.01278692	0.0047936267	0.002618453	0.0010168743	0.0	0.0
AT2G07772	0.00017049686	0.0009388267	0.011388673	0.0	0.0	0.001000885	0.0003478779	0.000588744	0.0006721524	0.0001454159	0.0	0.00492987	0.0
AT2G07774	0.0044003213	0.002144769	0.010426241	0.0	0.0	0.003264108	0.0031006597	0.008099308	0.00019647593	0.0008415154	0.00543191	0.0	0.0
AT2G07687	0.063819766	0.07025846	0.077584274	0.054666422	0.05425432	0.08452247	0.07572208	0.11486745	0.05155009	0.036787838	0.047317635	0.08620973	0.07437256
AT2G07629	0.0016289785	0.00451829	0.0	0.0012691612	0.0	0.0	0.0026010787	0.00090567715	0.0003323855	0.0002761596	0.0	0.0	0.0
AT2G07632	0.00018960676	0.0010570101	0.0	0.0	0.0	0.0015775943	0.001030952	0.001076607	0.00020213982	0.0	0.0	0.0	0.0
AT2G07633	0.0036441928	0.0064888177	0.005932755	0.0020820282	0.0	0.004317537	0.0049776663	0.001736005	0.0005707489	0.0014673872	0.0	0.021612931	0.0
AT2G07634	0.00077118794	0.0012832675	0.003373896	0.0	0.0	0.003414082	0.0025862178	0.0021746696	0.0017125768	0.0012739111	0.003098843	0.0	0.0
AT2G07637	0.0	0.008899183	0.0056223436	0.0	0.0	0.0044207936	0.006834807	0.006653376	0.0058190064	0.0027269886	0.0	0.0	0.0
AT2G07695	0.10754779	0.16338098	0.17301716	0.07260928	0.057227977	0.1439622	0.15209612	0.2358224	0.09566743	0.095504194	0.10316057	0.11136072	0.040893782
AT2G07785	0.0014325696	0.002906981	0.0065685897	0.0041776192	0.0	0.0025301669	0.0044013085	0.005061417	0.000100513644	0.0049943207	0.008544572	0.0	0.0
AT2G07599	0.008024275	0.030004293	0.023631375	0.011289967	0.0	0.01678814	0.017729215	0.026239866	0.014354651	0.009570912	0.011861422	0.03861457	0.037181355
AT2G07696	0.05625576	0.082995854	0.08160844	0.015759196	0.03099771	0.060573705	0.06857036	0.11094309	0.11151614	0.03889682	0.016633775	0.07365426	0.016895974
AT2G07798	0.008127146	0.024180051	0.017240891	0.0032552115	0.0042141164	0.019742502	0.020156583	0.017069798	0.011979095	0.004178221	0.0	0.01792389	0.005198519
AT2G07698	0.34254238	0.40910953	0.33352083	0.25524187	0.28904107	0.4637684	0.36255944	0.6179274	0.32935822	0.25284564	0.2279488	0.37925744	0.23645149
AT2G07667	0.0020180105	0.003467224	0.0	0.0	0.0	0.0034649135	0.007238369	0.008418041	0.0031557481	0.0012191136	0.0	0.021395646	0.0
AT2G07638	0.0027770658	0.015429765	0.011791889	0.0040213694	0.0	0.014031148	0.01669048	0.009339921	0.008372695	0.0034175203	0.0031729992	0.0	0.0
AT2G07706	0.0095874155	0.024685794	0.0065455465	0.009532371	0.00693867	0.011749062	0.022531837	0.020861132	0.014524911	0.01058943	0.0064854394	0.0	0.0
AT2G07708	0.9305063	1.1411083	1.007857	0.734663	0.66831136	1.2687325	1.104898	1.5270779	0.8581092	0.7840161	0.5628253	0.80639684	0.69038177
AT2G07643	0.0043913038	0.006506719	0.017535936	0.0	0.0	0.0009754434	0.009979324	0.0024167579	0.0027241493	0.0016499488	0.0017337905	0.0	0.0
AT2G07644	0.0018279967	0.006100315	0.0	0.00045166945	0.0058893133	0.0010961939	0.007567363	0.0053668865	0.005547072	0.0023282396	0.0	0.0026405999	0.01643933
AT2G07646	0.00036804006	0.0016947562	0.00069655414	0.0	0.0	0.00012813111	0.00015359343	0.0013052721	0.000975236	0.0	0.0011553317	0.0	0.0
AT2G07715	0.06786976	0.09063994	0.02845754	0.037156988	0.039686758	0.10491904	0.054226074	0.10157369	0.063445725	0.05026215	0.019916583	0.0667836	0.034969777
AT2G07718	0.00964226	0.022561047	0.021709686	0.011413944	0.0066447346	0.03398109	0.026346294	0.029010506	0.017470142	0.005682159	0.0018258169	0.055799175	0.014043269
AT2G07648	0.0	0.0022586621	0.001975966	0.0	0.0	0.00025487845	0.0	0.00034062387	0.0017193439	0.0	0.0	0.0	0.0
AT2G07719	0.009652468	0.024248565	0.027308937	0.0075274725	0.0055516027	0.013304067	0.02197089	0.02325289	0.005314052	0.005712639	0.006066197	0.004570658	0.025047317
AT2G07721	0.0007356713	0.009453729	0.0064255698	0.000747304	0.0	0.002894525	0.0057275486	0.010673087	0.00502289	0.003975879	0.00354845	0.013169633	0.0
AT2G05315	0.0022733777	0.00030443835	0.0	0.0	0.0	0.00082670554	0.010663812	0.0016899917	0.00061538134	0.0009069424	0.0	0.008139594	0.0
AT2G07652	0.00089744455	0.0051376983	0.003373896	0.0	0.0	0.0025898358	0.00586468	0.003423394	0.003263223	0.00021099827	0.002089336	0.007990407	0.0
AT2G07815	0.029244564	0.03192883	0.041027308	0.0077283336	0.008533407	0.026999265	0.047079306	0.042086966	0.024163445	0.016590297	0.005178772	0.028605152	0.0
AT2G07724	0.0024151085	0.0041964226	0.0026320731	0.0	0.0038506615	0.0043586	0.0035688174	0.015635	0.004586475	0.00060425815	0.0101420805	0.0	0.0
AT2G07725	0.34918398	0.7157454	0.37791267	0.23094426	0.2810092	0.4696992	0.50702184	0.82448167	0.43497637	0.26858032	0.24754886	0.36226764	0.34507027
AT2G07727	0.45315456	0.5878621	0.6507443	0.28892055	0.3252283	0.6218557	0.55214834	0.80893415	0.3901088	0.3628768	0.43527088	0.4753549	0.43224275
AT2G07728	0.0022082664	0.010488538	0.0	0.004304137	0.00851289	0.0063091693	0.01111101	0.014452841	0.0027790738	0.0014595434	0.0005014227	0.0	0.0
AT2G07654	0.00070247264	0.0058093956	0.0	0.0031682984	0.0	0.00076822884	0.004466698	0.003751502	0.0021778552	0.0	0.0	0.0	0.0
AT2G07656	0.0011054003	0.0025780355	0.0018387056	0.0	0.0	0.00088115205	0.0017700567	0.0047804886	0.0	0.00041287634	0.0	0.0	0.0
AT2G07732	0.0032976558	0.012352649	0.0034219502	0.00047572886	0.0	0.005579632	0.002893228	0.007646455	0.00060625555	0.0017534952	0.0	0.0	0.0
AT2G07734	0.052627962	0.06880271	0.03405427	0.0408317	0.04874598	0.06228806	0.045377254	0.07518247	0.0748295	0.043802485	0.030851796	0.09183442	0.046715047
AT2G07825	0.0026477824	0.003259133	0.0	0.0018792972	0.0	0.0	0.0023526794	0.0041512973	0.0013843903	0.0016808312	0.008756683	0.0	0.0051808073
AT2G07827	0.007486946	0.018880438	0.0073412494	0.0037716194	0.0038282974	0.005938235	0.01063701	0.016633213	0.0112074325	0.0009575037	0.0029100252	0.0030631442	0.0
AT2G07787	0.0017298632	0.0017182404	0.0011050599	0.0	0.0	0.00088606775	0.0	0.00013347733	0.0014843171	0.0	0.0	0.001867955	0.0
AT2G07658	0.00052539876	0.000892907	0.0	0.0	0.0	0.0	0.0004079613	0.0021940568	0.0013524252	0.0	0.0	0.0	0.0
AT2G07659	0.00068562495	0.0033681344	0.008049198	0.0017931176	0.0	0.0026482206	0.0019856482	0.0045250584	0.001580257	0.0	0.008419736	0.0	0.007532252
AT2G07775	0.0006162704	0.0012144303	0.0	0.0	0.0	0.0017347224	0.0011279029	0.000588744	0.0007357798	0.0	0.0	0.0	0.0
AT2G07806	0.009873879	0.017221093	0.009702722	0.00938305	0.004235013	0.00849935	0.025254365	0.020073887	0.0071664862	0.0018025016	0.00095604284	0.006766082	0.0
AT2G05365	0.004321583	0.0017263051	0.00087349006	0.0	0.0	0.0	0.011339373	0.0028484045	0.003842735	0.00032832313	0.0	0.0	0.0
AT2G07795	0.0	0.0029828933	0.002547843	0.0	0.0	0.0002660076	0.0035535058	0.0020482477	0.0017718441	0.0	0.0	0.0	0.0
AT2G07739	0.003717806	0.015412863	0.019107962	0.002139653	0.0	0.002641486	0.020124568	0.009346683	0.0116346525	0.0027856582	0.00086585217	0.0	0.0
AT2G07662	0.04104218	0.069021106	0.05731368	0.017508022	0.031362657	0.072364256	0.09129217	0.09794678	0.046585944	0.032881096	0.02352319	0.028445156	0.051194306
AT2G07665	0.018155932	0.023149762	0.024006836	0.025841841	0.011630298	0.040042825	0.029255377	0.025763081	0.018600618	0.014432274	0.008429833	0.02499228	0.020875253
AT2G07835	0.016531741	0.013611347	0.013068545	0.01573469	0.012789055	0.029499533	0.01901012	0.029541962	0.020115048	0.021965511	0.0040325345	0.011045075	0.0059624584
AT2G07680	0.009918356	0.0002844614	0.0	0.020506404	0.0037687686	0.0	0.0002053527	0.00050035055	0.03489347	0.0097475685	0.0	0.0	0.0
AT2G07690	0.023797939	0.008271452	0.026049826	0.0019923076	0.0067595555	0.010503365	0.046704452	0.017326662	0.040475015	0.014972796	0.004167228	0.019067619	0.0
AT2G09795	0.10234518	0.1050965	0.048842695	0.104174405	0.07249026	0.092307515	0.09521389	0.093511604	0.1010989	0.08987358	0.17343478	0.18128704	0.16608351
AT2G09970	0.0030651905	0.0028201004	0.0	0.0	0.0	0.00067944557	0.00094364805	0.0007668876	0.00011056911	0.0	0.0	0.0	0.0
AT2G09990	0.20052966	0.26357716	0.2602197	0.20509857	0.13762948	0.1340494	0.5950047	0.3200684	0.563825	0.33093125	0.1280026	0.8047854	0.15978271
AT2G10606	0.004632247	0.0011610088	0.0	0.0045257206	0.013282985	0.0074883234	0.0	0.003814619	0.0060370797	0.006100476	0.00065974303	0.0	0.0
AT2G10930	0.003316092	0.0042852033	0.0	0.0	0.0	0.0010688201	0.0012919774	0.00277546	0.0011401518	0.00018796454	0.0005014227	0.007138407	0.013210385
AT2G10931	0.030104015	0.010958003	0.0096671	0.008305834	0.013048192	0.021675916	0.019246332	0.008861918	0.008194401	0.006752238	0.004608367	0.006581474	0.0047921017
AT2G10940	0.001853361	0.00070464576	0.0	0.0	0.0	0.020569215	0.0	0.0006219419	0.0002585491	0.0025585264	0.0	0.0	0.004950802
AT2G10950	0.24627092	0.17514957	0.22652866	0.21555184	0.127198	0.1756267	0.2459604	0.1777598	0.13192618	0.10733605	0.21548395	0.13612181	0.25608128
AT2G11000	0.029706867	0.012741151	0.017095298	0.029172868	0.008630347	0.010126039	0.021200163	0.01723213	0.017235577	0.024351096	0.012422104	0.020024598	0.025907202
AT2G11035	0.002916549	0.012554948	0.009711882	0.0046485104	0.0	0.003189522	0.0032696894	0.008519046	0.0063444586	0.0063481177	0.008634712	0.011410095	0.0
AT2G11215	0.0009361296	0.0	0.008740193	0.0007684073	0.0	0.0005473847	0.001970243	0.0012901557	0.0	0.00021266259	0.0	0.0	0.0
AT2G11225	0.023425171	0.030422412	0.08087718	0.026614321	0.01593426	0.04432497	0.03615391	0.045689985	0.017207744	0.015196055	0.026006889	0.010875225	0.016337741
AT2G11270	0.00043659646	0.0012138989	0.002297172	0.0	0.0	0.0	0.002824138	0.0034823345	0.000110714864	0.0	0.0	0.0	0.0
AT2G11520	0.049091786	0.02565157	0.10811334	0.04339012	0.030762767	0.079731286	0.078864254	0.064494185	0.04706156	0.032957386	0.010203794	0.037412103	0.01874482
AT2G11810	0.009080868	0.0020739832	0.0	0.0	0.0029317567	0.012681213	0.005361571	0.0047585247	0.00028435813	0.00097518077	0.035789423	0.0	0.0
AT2G11890	0.18242483	0.08828133	0.23507486	0.16400644	0.12470885	0.11125373	0.21569124	0.11601796	0.21784353	0.19815855	0.25941828	0.31863445	0.14505398
AT2G11891	0.0006734063	0.001056491	0.007691191	0.0	0.002150523	0.0003300462	0.0031988816	0.00071222906	0.0003694263	0.00081659947	0.0005014227	0.0015075133	0.0
AT2G11910	0.18555807	0.13834246	0.19893755	0.13449407	0.092758484	0.15333304	0.4999264	0.25310993	0.33805805	0.15651429	0.024488416	0.40754628	0.031908162
AT2G05665	0.0022109936	0.0016449853	0.0	0.00021150698	0.0	0.0	0.0	0.00027527855	0.0031789003	0.0	0.0	0.0	0.0
AT2G12190	0.00029884462	0.00025934656	0.0	0.001310962	0.0	0.0026479298	0.0	0.00055762683	8.4692234e-05	0.001169069	0.0	0.0	0.0
AT2G12400	0.35414228	0.5692196	0.22051185	0.5804704	0.9402385	0.30722424	0.1243498	0.4293313	0.26800954	0.35237107	0.22651193	0.22099413	0.8408774
AT2G05705	0.0004915515	0.0033161938	0.0	0.0	0.0	0.0	0.0	0.00064012967	0.0009805092	0.0002961232	0.0	0.0	0.0
AT2G12461	0.0058773356	0.0	0.0046867235	0.0037788653	0.004228659	0.002155919	0.0017442429	0.0015575553	0.0018786622	0.0012690375	0.003821728	0.0011339454	0.0
AT2G12462	0.28936037	0.0039791157	0.0021960207	0.113574274	0.024053255	0.018731834	0.0036665942	0.011780954	0.09634487	0.31539536	0.007485617	0.0	0.045600306
AT2G12550	0.010555955	0.0051358035	0.03064278	0.00890047	0.00980596	0.007359503	0.020235555	0.010810873	0.02077856	0.0017713475	0.008513153	0.008905111	0.030310154
AT2G12646	0.034107048	0.001693254	0.10826867	0.007831983	0.0	0.034414764	0.14155163	0.060284473	0.00076501566	0.002020692	0.0010685514	0.0011339454	0.0
AT2G12905	0.0021170268	0.0011392192	0.0078657	0.0	0.0019023676	0.0041863676	0.0009993933	0.00056458963	0.0022053819	0.0009870876	0.0038682125	0.009454168	0.0
AT2G13100	0.069060825	0.038893417	0.022225585	0.05357465	0.033362072	0.05076476	0.023494653	0.02711399	0.04139724	0.04368653	0.18882826	0.09552253	0.026777826
AT2G13290	0.0202514	0.0052871876	0.013519856	0.03190751	0.00077195273	0.01392856	0.010652516	0.007747247	0.01912048	0.021174384	0.024461996	0.02136404	0.07253935
AT2G13360	0.0068594962	0.010301775	0.004502465	0.003631343	0.005973932	0.056299537	0.007860853	0.009941907	0.00046905145	0.003205109	0.001769464	0.0	0.0
AT2G13370	0.06380827	0.06007221	0.089498594	0.0578475	0.046945494	0.046682812	0.06358338	0.054126024	0.035238944	0.038080335	0.029583946	0.025798062	0.037157983
AT2G13440	0.013392742	0.0040291958	0.021548577	0.021138208	0.029029865	0.01174286	0.025356792	0.011833093	0.028195458	0.025355456	0.0041323244	0.023988862	0.0051808073
AT2G13540	0.058479197	0.021326574	0.063442335	0.043668464	0.044077683	0.033575285	0.084044844	0.040779807	0.08451745	0.048392177	0.03233957	0.084331974	0.10617223
AT2G13550	0.004991633	0.000955218	0.0	0.0	0.0	0.00011291678	0.0011527996	0.0041916454	0.00421343	0.0023229688	0.0016092858	0.0011398635	0.0
AT2G13560	0.23907733	0.19896427	0.33393586	0.1601758	0.21943276	0.37569505	0.33828703	0.3306311	0.17347138	0.1449994	0.16948518	0.20912948	0.23420417
AT2G05965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027515024	0.0	0.0
AT2G13600	0.0008621288	0.0016423891	0.0058421125	0.00021150698	0.0048967134	0.0	0.002725118	0.0	0.004307348	0.0030959947	0.0018373355	0.0	0.0
AT2G13640	0.0	0.0029771859	0.004836759	0.0	0.0	0.0028493323	0.0015184666	0.004829472	0.0022509524	0.0027060595	0.0	0.0	0.0
AT2G13650	0.038896468	0.06439369	0.051089223	0.040280852	0.046945937	0.06251669	0.06553194	0.10839665	0.03602634	0.030660924	0.0089148125	0.056235567	0.02817406
AT2G13665	0.0	0.00036653795	0.0	0.00093164167	0.0	0.0	0.00029634128	0.0	0.0011811657	0.00047128883	0.0	0.0	0.0
AT2G13690	0.022966165	0.009814148	0.019571654	0.028639108	0.0070995702	0.020472191	0.037801363	0.01849513	0.021771837	0.008999966	0.011943444	0.024134347	0.04309003
AT2G13790	0.0044875946	0.014827949	0.021205151	0.007844507	0.0054958104	0.005932222	0.010112734	0.03627519	0.005183143	0.0048285713	0.0	0.00623893	0.014849448
AT2G13800	0.0040085404	0.011219543	0.05550864	0.004861162	0.011610965	0.011760688	0.043743137	0.01996487	0.006442268	0.0015292028	0.0	0.0	0.0
AT2G13810	0.0	0.0	0.0	0.0	0.0	0.014883731	0.0	0.0037425333	0.0	0.0	0.0	0.0	0.0
AT2G13820	0.106036045	0.061892778	0.07197475	1.3386321	1.1192523	0.058266386	0.05614712	0.07886299	1.4030809	2.437401	0.8672138	2.7305522	1.2055289
AT2G13840	0.014977303	0.029834487	0.02424694	0.011449264	0.03235631	0.017974159	0.04930751	0.025877167	0.025437618	0.016311845	0.0026606123	0.037805036	0.0
AT2G13895	0.0002853018	0.01169109	0.00465691	0.0055176555	0.0	0.0036057532	0.015761198	0.017703008	0.0006634772	0.0	0.00095604284	0.0061410083	0.0
AT2G13960	0.06674572	0.16932666	0.28651118	0.047103602	0.06554872	0.08547849	0.2712562	0.11919559	0.056721974	0.11466188	0.1166775	0.027584292	0.061955646
AT2G13965	0.010872338	0.020496888	0.021817708	0.013671828	0.0021139854	0.016380498	0.023387518	0.022331242	0.0070440737	0.0073965886	0.0113487635	0.0049412125	0.0
AT2G14045	0.21939462	0.16873823	0.14781141	0.24976261	0.14969732	0.4132937	0.25445786	0.1763876	0.27171975	0.15264285	0.5617908	0.30797982	0.11134963
AT2G14050	0.003389557	0.006505525	0.008380917	0.012066198	0.004684593	0.0063125654	0.009264247	0.0074218865	0.0074253483	0.011505119	0.007973044	0.008772778	0.0
AT2G14095	0.0042531164	0.003359347	0.014365976	0.009581052	0.024487382	0.005712402	0.03704947	0.0106129795	0.013679123	0.0087701315	0.27765042	0.0	0.04355213
AT2G14100	0.11462191	0.38034934	0.112231135	0.025941717	0.0052606957	0.27270168	0.19219846	0.2629925	0.026076073	0.029282037	0.010527055	0.005327808	0.015804823
AT2G14110	0.063826434	0.10637448	0.09583376	0.07211534	0.06779013	0.04202202	0.114665754	0.05345612	0.055889107	0.056198947	0.06517307	0.029808803	0.11546417
AT2G14115	0.017871322	0.033368304	0.0018436426	0.016293216	0.0009251231	0.010546777	0.009845277	0.01329376	0.03234745	0.035976093	0.0010145266	0.04775922	0.005198519
AT2G14120	0.16474621	0.21050873	0.23398492	0.14251804	0.1409542	0.14923762	0.22412585	0.14943217	0.15495425	0.15505546	0.15093444	0.23138581	0.06377595
AT2G14160	0.0045220745	0.0	0.0	0.0010402963	0.0	0.00097255304	0.00081943464	0.0	8.7518994e-05	0.00032216642	0.0	0.0	0.0
AT2G14170	0.7286552	0.2225976	0.20125768	0.8693232	0.31294957	0.45263153	0.28256795	0.3180912	0.7007697	0.20301624	0.12963551	0.22955787	0.13788952
AT2G14255	0.05183125	0.06395448	0.08133304	0.056133524	0.039432578	0.05042245	0.10036741	0.07224885	0.032446858	0.027625503	0.053639192	0.07574408	0.03610611
AT2G14260	0.15401319	0.052591942	0.17304398	0.12387026	0.1349417	0.10300429	0.19910543	0.0993806	0.16588594	0.13824217	0.043560788	0.15046674	0.25487906
AT2G14285	0.017537884	0.009495892	0.011580037	0.017370412	0.018806973	0.014704843	0.024137715	0.015123017	0.056369085	0.024543978	0.0076085753	0.018844033	0.003966352
AT2G14290	0.0064973775	0.0	0.0015542082	0.006538471	0.005123804	0.0011448014	0.0	0.0	0.0070441184	0.023760285	0.22672434	0.0	0.0
AT2G14460	0.011192112	0.002845754	0.007755277	0.0009831866	0.0031895717	0.0019544219	0.015465874	0.01514493	0.0057376395	0.004672617	0.0	0.0	0.0
AT2G14520	0.11775484	0.002724457	0.010792076	0.12815574	0.015974296	0.031710654	0.0032396843	0.007275799	0.10597909	0.14951582	0.00091981015	0.20271781	0.0
AT2G14530	0.07102844	0.042402055	0.032846164	0.05467297	0.0071063377	0.07064253	0.06653201	0.062680855	0.060055763	0.060722817	0.05143622	0.10550832	0.013833959
AT2G14660	0.007886154	0.0027595586	0.004363909	0.0049553346	0.0	0.0021243442	0.008972139	0.009288101	0.0068765827	0.0073358594	0.0	0.0	0.0
AT2G14680	0.054834656	0.04949916	0.04022703	0.02398152	0.035047114	0.030664798	0.04152349	0.03984184	0.03529564	0.028370822	0.042081516	0.040801182	0.0144530535
AT2G14690	0.0059002684	0.0023849404	0.0	0.00255938	0.0022461244	0.0012958815	0.0	0.00056167005	0.0008391425	0.0002790493	0.0	0.0	0.0
AT2G14720	0.3329464	0.18230785	0.34979773	0.19480546	0.17918466	0.30399492	0.44896343	0.36044136	0.18642771	0.16238126	0.13866776	0.17123581	0.19477323
AT2G14740	0.047793016	0.018652704	0.16912675	0.0739421	0.06308237	0.081209585	0.22129141	0.12464512	0.07220715	0.080590054	0.019215204	0.036388617	0.0051808073
AT2G14750	0.12061736	0.24651945	0.17848769	0.27398583	0.08082127	0.14568011	0.12531337	0.2001327	0.18038164	0.15719156	0.19208227	0.0890186	0.06486441
AT2G14760	0.0	0.013997046	0.0	0.0	0.0	0.0	0.0	0.0	0.0012898288	0.0	0.0	0.0	0.0
AT2G14775	0.00028343484	0.00033635617	0.0015542082	0.0009831866	0.0	0.00041090013	0.0025433158	0.0	0.002567817	0.0	0.0	0.0	0.0
AT2G14800	0.0011597698	0.0002924486	0.0	0.000665963	0.0059137777	0.0034591001	0.0031983932	0.0010261233	0.00092291133	0.0008597162	0.00091517775	0.0018617982	0.0
AT2G14820	0.02300936	0.0599377	0.08116169	0.0022987963	0.021516737	0.1430577	0.29184562	0.18137571	0.010970532	0.009381803	0.021708166	0.007138407	0.007532252
AT2G14825	0.043309715	0.04804019	0.05245521	0.030211538	0.05503648	0.035728924	0.102330685	0.04020655	0.054490887	0.038136724	0.01075196	0.037817284	0.0099729085
AT2G14835	0.29171774	0.4922349	0.2398742	0.24083126	0.27640474	0.26359773	0.2868443	0.29531482	0.25282025	0.21177872	0.5782636	0.39770746	0.49885303
AT2G14850	0.058767453	0.03437555	0.081807874	0.022090986	0.049518693	0.032284774	0.081845984	0.053001307	0.04989835	0.04621384	0.021084564	0.02570668	0.046434183
AT2G14860	0.047840063	0.0017214868	0.008332566	0.0136601385	0.0	0.010677146	0.025802396	0.014239656	0.05851141	0.036570717	0.0013843082	0.08648076	0.0
AT2G14878	0.38512644	0.1479816	0.5162281	0.15617655	0.14666077	0.36653498	0.90651417	0.35915744	0.21789572	0.24562013	0.2896521	0.34063458	0.18345821
AT2G14880	0.059593536	0.0030482614	0.012658214	0.09990386	0.011096664	0.012388088	0.007476175	0.005898329	0.2033395	0.034960765	0.0566821	0.021748448	0.008805488
AT2G14890	1.4993246	0.97311807	0.63100797	0.61898786	0.76449865	2.154802	1.3597245	1.553586	0.81633115	0.8540449	2.7670596	2.6551058	1.0526689
AT2G14900	1.3400697	0.017436782	0.00786936	0.0138961105	0.027590193	0.047953606	0.0027876927	0.010216923	0.025480025	0.019645832	0.027284399	0.005252295	0.066204496
AT2G14910	0.19453157	0.1317396	0.19589218	0.1548106	0.09459399	0.23196104	0.19639625	0.09155763	0.19195296	0.12936154	0.031411014	0.08253404	0.024470283
AT2G14920	0.0035319743	0.0021673199	0.006854905	0.0	0.0	0.00051932276	0.0010633051	0.02086493	0.0013253039	0.0047563775	0.0	0.0	0.0
AT2G14960	0.004899164	0.0080446275	0.010136095	0.0	0.006135069	0.0007039617	0.33911195	0.016389789	0.0052463515	0.0041853837	0.0032535088	0.0	0.016895974
AT2G15000	0.08569715	0.16236962	0.03941784	0.046484128	0.046244778	0.050495435	0.17451316	0.12652601	0.22373524	0.09671364	0.014042254	0.15078986	0.023826865
AT2G06345	0.0006421338	0.0	0.00070355646	0.0	0.0	0.0	0.0012723523	0.0	0.0004996942	0.0	0.0	0.0	0.0
AT2G15220	0.0029988359	0.008282686	0.1509389	0.0024879037	0.004753133	0.002878487	0.033452082	0.01723309	0.0039567207	0.0009948721	0.0026751715	0.0027502414	0.0
AT2G15230	0.033224687	0.041347697	0.06503631	0.05000434	0.02232181	0.042777356	0.08489923	0.054313328	0.031248637	0.035768718	0.013490493	0.04477194	0.03647484
AT2G15240	0.23059869	0.333936	0.12603721	0.1865909	0.27785325	0.22793108	0.1980812	0.22605063	0.20824905	0.15227346	0.3552312	0.4214163	0.24019842
AT2G15270	0.2596155	0.2710554	0.24643192	0.17711331	0.17779307	0.21150385	0.3235996	0.22658263	0.20813775	0.19144894	0.18071611	0.16968949	0.22495845
AT2G15280	0.09493053	0.22757493	0.08573559	0.13616087	0.08577535	0.1196107	0.1454818	0.11987996	0.081841804	0.09721866	0.1255336	0.17701669	0.09965287
AT2G15290	0.054933824	0.024707882	0.029934915	0.075318456	0.13075702	0.05128999	0.045943897	0.036902238	0.12090937	0.0770381	0.053525556	0.109856874	0.10350968
AT2G15292	0.025854133	0.018147802	0.010393323	0.013949473	0.032178108	0.01508516	0.019814143	0.027390564	0.014468251	0.0502144	0.040993642	0.17871246	0.10970646
AT2G15300	0.41515452	0.0030497801	0.004197143	0.0045151366	0.016038612	0.0018367507	0.0066713095	0.0015608311	0.005965953	0.0036063408	0.0	0.0	0.0
AT2G15310	0.0022317034	0.0017366987	0.0	0.030334186	1.2992022	0.002048942	0.0	0.0025193824	0.003953033	0.00954906	0.007299423	0.0	0.6616489
AT2G15318	0.0	0.0	0.0	0.005483708	0.0034162696	0.0	0.00032554293	0.0	0.0016382159	0.004379143	0.0	0.019755915	0.0
AT2G15320	0.011563572	0.011068868	0.028106393	0.06975374	0.058399487	0.025915192	0.06731437	0.020384217	0.055820823	0.11835787	0.15074123	0.17945895	0.20247953
AT2G15340	0.05060741	0.00088205497	0.0	0.000550237	0.0	0.027837085	0.0	0.0033000326	0.0002186921	0.00085175154	0.00065974303	0.0	0.0
AT2G15350	0.00052646326	0.03625115	0.0	0.004962184	0.0	0.0008267774	0.0003526788	0.0	0.0	0.0014054988	0.0	0.0	0.0
AT2G15370	0.01137854	0.05308211	0.0026254482	0.0050676297	0.0069993045	0.35439903	0.005109373	0.13306041	0.010573039	0.00937547	0.004792861	0.011484816	0.0
AT2G15390	0.0050689345	0.06718946	0.0018539111	0.0	0.0	0.06893158	0.0018338083	0.067267016	0.00037090748	0.006485707	0.0052906815	0.002874758	0.0
AT2G15400	0.001810534	0.0	0.0011050599	0.0	0.0018972455	0.0021227924	0.0049336473	0.0013151175	0.0002720415	0.0	0.0	0.0	0.0
AT2G15430	0.089766115	0.09344805	0.10113134	0.13540801	0.16665205	0.05934648	0.22968754	0.086973965	0.18852991	0.13939469	0.023950197	0.22234657	0.1280727
AT2G15440	0.0014532916	0.0	0.0	0.0132602155	0.04711787	0.0005090986	0.016015608	0.005047631	0.011363254	0.013108403	0.006838309	0.0057096337	0.09662307
