Endodermis	Trichoblast	Columella	Phloem Pole Pericycle	Metaphloem & Companion Cell	Cortex	Lateral Root Cap	Atrichoblast	Xylem Pole Pericycle	Procambium	Protoxylem	Metaxylem	Protophloem	full_sample_id	flight	hardware	cfd_hardware	organ	osd_id	ecotype
0.21131187935504908	0.0	0.03826018288789145	0.09160723951807659	0.0	0.08927703339531005	0.35438022132660335	0.11287384347055392	0.030785463420414362	0.0	0.07150413662610135	0.0	0.0	OSD-37__Atha_Ws-2_sl-pool_FLT_Rep1_R1-FL-C1	FLT	BRIC	BRIC	whole_seedling	OSD-37	WS
0.21102323134761594	0.0	0.013963072519440704	0.10302434089282018	0.0	0.06144296847223277	0.3862036641468246	0.1399885917522524	0.007170405211969092	0.0	0.07718372565684442	0.0	0.0	OSD-37__Atha_Ler-0_sl-pool_FLT_Rep1_R1-FL-C2	FLT	BRIC	BRIC	whole_seedling	OSD-37	Ler-0
0.2034517852386106	0.0	0.02384121688376753	0.09179574761203446	0.0	0.0907157291649784	0.38467173175457314	0.10596871320090864	0.02665976455739033	0.0	0.07289531158773696	0.0	0.0	OSD-37__Atha_Cvi-0_sl-pool_FLT_Rep1_R1-FL-C3	FLT	BRIC	BRIC	whole_seedling	OSD-37	Cvi-0
0.20489226566533128	0.0	0.07236737795368127	0.11469744272294716	0.0	0.07238150343713214	0.31870569704899787	0.13625134519359447	0.012611590664488918	0.0	0.06809277731382682	0.0	0.0	OSD-37__Atha_Ws-2_sl-pool_FLT_Rep2_R1-FL-C4	FLT	BRIC	BRIC	whole_seedling	OSD-37	WS
0.19716070789318998	0.0	0.034433879991731094	0.08348921773070819	0.0	0.08693049360095657	0.3721924479095743	0.1168537934413064	0.03989125268833021	0.0	0.06904820674420324	0.0	0.0	OSD-37__Atha_Ler-0_sl-pool_FLT_Rep2_R1-FL-C5	FLT	BRIC	BRIC	whole_seedling	OSD-37	Ler-0
0.2346984754403941	0.0	0.06052379570986671	0.10648473012520526	0.0	0.05542641536823792	0.31927616526545805	0.14363752214841966	0.016960365488622575	0.0	0.06299253045379553	0.0	0.0	OSD-37__Atha_Ws-2_sl-pool_FLT_Rep3_R1-FL-D1	FLT	BRIC	BRIC	whole_seedling	OSD-37	WS
0.2181307861904113	0.0	0.0	0.09849369903744846	0.0	0.0775076658726949	0.38815118015563643	0.11896196996526141	0.017436466982570443	0.0	0.08131823179597715	0.0	0.0	OSD-37__Atha_Cvi-0_sl-pool_FLT_Rep2_R1-FL-D2	FLT	BRIC	BRIC	whole_seedling	OSD-37	Cvi-0
0.2058312098968035	0.0	0.04219432422182579	0.10508909335602164	0.0	0.08570613573190336	0.3758053016465602	0.11372368311055497	3.0414201617146146e-05	0.0	0.07161983783471332	0.0	0.0	OSD-37__Atha_Ler-0_sl-pool_FLT_Rep3_R1-FL-D3	FLT	BRIC	BRIC	whole_seedling	OSD-37	Ler-0
0.22311339170499597	0.0	0.039942114034149184	0.1155426930136798	0.0	0.051872971084993315	0.3513351666971268	0.14633936498223063	0.0	0.0	0.07185429848282429	0.0	0.0	OSD-37__Atha_Ws-2_sl-pool_FLT_Rep4_R1-FL-D4	FLT	BRIC	BRIC	whole_seedling	OSD-37	WS
0.2144656373387036	0.0	0.0031598330090212416	0.11204590440362217	0.0	0.0663972778409637	0.39902385107555816	0.1232812906521354	0.0032190974492028596	0.0	0.0784071082307928	0.0	0.0	OSD-37__Atha_Cvi-0_sl-pool_FLT_Rep3_R1-FL-D5	FLT	BRIC	BRIC	whole_seedling	OSD-37	Cvi-0
