	auxin_biosynthesis	auxin_signaling	auxin_transport	auxin_response_genes	cytokinin_biosynthesis	cytokinin_signaling	ethylene_biosynthesis	ethylene_signaling	aba_biosynthesis	aba_signaling	ga_biosynthesis	ga_signaling	ja_biosynthesis	ja_signaling	sa_biosynthesis	sa_signaling	photosynthesis_light_reactions	calvin_cycle	starch_metabolism	sucrose_metabolism	glycolysis	trehalose_metabolism	cell_wall_biosynthesis	lignin_biosynthesis	oxidative_stress	heat_shock	dna_damage_response	gravitropism_signaling
OSD-37__Atha_Ler-0_sl-pool_FLT_Rep4_R2-FL-C2	0.03857262460236235	0.5169462734553185	0.28250701136321416	0.753294307370854	0.49911113879282365	0.16445706124817	0.51691776643054	0.33766440991271407	0.6897972748588784	0.4623574967462741	0.23001673986095442	0.6477005842091655	0.33679445511750383	0.24690705443981698	0.18939823667104572	0.26072967843948053	1.1193997262927946	0.5622719420935121	0.3977118199636712	0.20296756286902118	0.3068783017033622	0.2150849313790304	0.31503778170936875	0.3763554135072804	0.23417551056402958	0.8261996319857068	0.4143078800239376	0.2515888608042192
OSD-37__Atha_Cvi-0_sl-pool_FLT_Rep4_R2-FL-C3	0.2620441601083071	0.5541761640336936	0.22655370539429678	0.8094200389414209	0.16188142631235508	0.341058957226007	0.4188568369030736	0.4157609042094703	0.4920526900829324	0.4222092211715903	0.26877203558524393	0.5464219771952884	0.3995429523536065	0.2698796372781075	0.24384175799942442	0.28015101811618914	1.1313154977118405	0.7492276490463288	0.40410063710627625	0.21110257138367433	0.3904888731141069	0.42991504748953796	0.30943398731269	0.2608018564658842	0.33308357043128156	0.8849649534792338	0.4091440713385232	0.38398493818074125
OSD-37__Atha_Ws-2_sl-pool_FLT_Rep6_R2-FL-C4	-0.013028740254104457	0.33440749957532395	0.19662230137138786	0.4607303465559751	0.302952380388284	-0.04929352531105698	0.23979038452984583	0.3067464026774902	0.5552663388429124	0.33763221901704676	-0.3083639010078138	0.04125738098978399	0.30958815317658406	0.8238513694609756	-0.3594110936105293	0.3929383090792996	1.4801558886769028	0.6040796682220977	0.03362817134121695	0.29329306270947564	0.2511572248412849	0.26692370691107703	0.1789656143012363	0.16562587570625442	0.0698993273419354	0.8545261555257191	0.14718866598882754	0.14925696750156717
OSD-37__Atha_Ler-0_sl-pool_FLT_Rep5_R2-FL-C5	0.027246627253019243	0.5285922871191452	0.27402467505013667	0.48460704664604304	0.4707488450886962	0.3819110114835853	0.27765345867886493	0.358510915361592	0.666820912380042	0.5019895643658959	0.344867471461702	0.6146489983500873	0.35077465402762575	0.37666340917068575	0.23348560806948282	0.25321276814761506	1.1326712541861756	0.7288923688334217	0.30205695882480893	0.47901682303626186	0.33395240796626086	0.2676975238234086	0.21332946536986916	0.31870401444089974	0.23600698933994063	0.8514513132811277	0.30273628164050204	0.28303818288991656
OSD-37__Atha_Ws-2_sl-pool_FLT_Rep7_R2-FL-D1	0.048011911837642425	0.3546935599852916	0.19834742185138626	0.5967538123497038	0.10705257404253384	-0.02256665193366333	0.20737899902173615	0.34128033326386853	0.10012413209752927	0.407983994605998	-0.03523369962806863	0.42022518226672156	0.31418807979509067	0.6125225897790672	0.16326785943605004	0.3266339346617138	1.188158780846851	0.5548481255414102	0.38030568886848126	0.4777443708805157	0.2546462894700452	0.6137066732557811	0.16366521444095822	0.2467863045019287	0.2721555392846363	0.6571978862918142	0.24661667823682246	0.20193142516228213
OSD-37__Atha_Cvi-0_sl-pool_FLT_Rep5_R2-FL-D2	-0.001554158795214422	0.4180619153197995	0.20182467558909487	0.7589753373194938	0.1418799187729205	0.09620147708391102	0.4830379893679689	0.33645876536102115	0.3648984971446374	0.34818495366811	0.24820434858380017	0.5196616687479312	0.4358390629031438	0.3355484347152356	0.21382195896074815	0.27866017104255203	1.125688504487188	0.7139047949572818	0.32214962935818464	0.17020515795462096	0.42336723948007315	0.1882779471673596	0.3747810962177561	0.26567278628546337	0.33322805161896835	0.5706465227529138	0.34393537161030935	0.22862689251564813
OSD-37__Atha_Ler-0_sl-pool_FLT_Rep6_R2-FL-D3	0.08579476295284975	0.4959939920923447	0.29424327577898374	0.573942548029606	0.22599341190001576	0.23241758077532465	0.551788803428736	0.31692980035244167	0.5580660629005517	0.44548467898719557	0.4573736073087613	0.4392963953568707	0.42787299862085243	0.6825412698266946	0.384631361123866	0.40575289894419264	1.2456997482231917	0.593406686578107	0.4503446795166802	0.2685628708396324	0.32315521234375477	0.4227149282667901	0.23329808975425254	0.20092916142370526	0.31857092400147957	0.9878024048855311	0.37528506206988516	0.3845759327071522
OSD-37__Atha_Ws-2_sl-pool_FLT_Rep8_R2-FL-D4	-0.3622829372817753	0.29082892782119396	-0.2260796249081975	-0.07184694221461722	0.34018530610145975	-0.1725001435996085	-0.0396652955490719	-0.1768978560580866	0.8103886732536281	0.30990118396389105	0.15535844124338713	0.24493763668213747	0.27193111876952863	-0.09674941635832497	-0.2054145129375688	0.25360960659096166	1.261992598961973	0.41939633197475534	-0.19585744619915585	0.04790756930281403	-0.0746903115447494	0.11063864882256112	-0.15504749439624382	0.16489934569308198	0.11170097536421542	0.6597351872369962	0.1515146986469739	0.0361270940160855
OSD-37__Atha_Cvi-0_sl-pool_FLT_Rep6_R2-FL-D5	0.26301319314550836	0.5718491544682888	0.27785698883611715	0.8582145871363013	0.28625442006452423	0.35586829076845394	0.4187514658661744	0.4499022403451086	0.33371773176128156	0.4357207384967962	0.27605866771068155	0.5324212117447868	0.43576588491262086	0.3111638041417416	0.2774060164093978	0.24891725764020148	0.9907994605722971	0.7375794039874795	0.402548855629521	0.48486251949584336	0.3945737771283603	0.3382325399848433	0.38212826993619103	0.29452324025908166	0.27527943109487424	0.594808890180962	0.4458059812175995	0.3805149002373828
OSD-37__Atha_Ws-2_sl-pool_GC_Rep5_R2-GC-C1	0.1303191592080302	0.3988802196587235	0.3222131309823954	0.8309152860557214	0.3167469906002415	0.1674296446272742	0.5689942999460877	0.33338394251454145	0.45374027895009583	0.4366655243244035	-0.06907405076335602	0.45310446555138484	0.42443357312747454	0.5473322330350868	0.09637765938014575	0.2765981165230796	1.176002919084958	0.504976147021274	0.25615915052994825	0.22537209474295497	0.43294339612064925	0.18656264123481622	0.30111723141801994	0.43451386251007773	0.2277217755591429	0.43985284625323995	0.367143662016664	0.32414626460655327
OSD-37__Atha_Ler-0_sl-pool_GC_Rep4_R2-GC-C2	0.13824651476425126	0.4943571512291441	0.4859053625168458	0.7751065448026464	0.49055086917376717	0.31456597825562976	0.42234857388863634	0.2678008582242535	0.451684859157819	0.45751840130526955	0.1865326069750172	0.5738595146120753	0.3623251185966027	0.18053928825093252	0.3483025166966157	0.2548099730021712	1.4442238882803546	0.642114256801225	0.2617669714328778	0.14478662218970084	0.4555363704312827	0.4395431665802536	0.22917434077881513	0.273764837118926	0.20607641194643317	0.29067232473579147	0.3994932740012341	0.3696909084869415
OSD-37__Atha_Cvi-0_sl-pool_GC_Rep4_R2-GC-C3	-0.0039858397342222894	0.3339536095829365	0.13158280242673984	0.9907164750214904	0.2563486969528382	0.29101343217613235	0.5399692028076795	0.3129486333658177	0.3175229195702835	0.4146195025911956	0.22334779742328864	0.4555505545560174	0.3963874980071261	0.39851016848209475	0.22608456077571246	0.31296356281784293	1.1984286093911714	0.36732324395946025	0.17852309190979695	0.33434385151984897	0.36305760097587	0.408704169827998	0.23846193721067516	0.26699106941595335	0.1982132882041527	0.28309582615841944	0.3690445728743137	0.2935619879898027
OSD-37__Atha_Ws-2_sl-pool_GC_Rep6_R2-GC-C4	0.011513379925966202	0.19248134423309154	0.15958576391451945	0.8691543923768634	0.42554685208232385	0.20156889907791228	0.5945477199934244	0.48321885921539154	0.8845958748551912	0.38102274754381293	-0.08023222603911138	0.6141321095528348	0.3609293278274058	0.6103597183180246	0.13976145143272523	0.46338510980057224	0.955452093968149	0.28967184763470266	0.1340540545141756	0.2663632369592087	0.40381651733000246	0.6414562534726244	0.30625115471766495	0.40805168346335013	0.22274697577755975	0.40286056323851094	0.434068082673292	0.21277963253507645
OSD-37__Atha_Ler-0_sl-pool_GC_Rep5_R2-GC-C5	0.14513442324805437	0.393302961968331	0.45468316425111127	0.8527816927209425	0.6581549838481582	0.5984760519639063	0.5624064259668068	0.5340244276898555	0.6532373339809914	0.44220403966386185	0.47394530322102024	0.6755569816439927	0.3337240655512321	0.4374875160026532	0.3036738950037532	0.4517822038305829	0.9087897176255314	0.3458001166289279	0.2633960339200895	0.440522413891652	0.338754097004084	0.5222475789089769	0.2843204428583843	0.3941359741824695	0.12781870788969354	0.4134171461598784	0.4028635400933215	0.7916516896967033
OSD-37__Atha_Ws-2_sl-pool_GC_Rep7_R2-GC-D1	-0.06922591674292147	0.30147221534346086	0.10386355233798858	0.42577301055715766	0.5461077366858308	0.35110674159259453	0.46460745414987903	0.499407900768516	0.8614334419425635	0.4070960367711982	0.46155519986556964	0.509836463757674	0.26882070578081546	0.650761296168774	-0.26644586916695173	0.6345881870473808	0.9051693456824553	0.26156456164636394	0.05584365203461833	0.31746083738934217	0.2344488116487355	0.24431477406401234	0.20339731154453514	0.4019323055898534	0.111983064922503	0.5622567210481553	0.3859106818147374	0.7784879783897272
OSD-37__Atha_Cvi-0_sl-pool_GC_Rep5_R2-GC-D2	-0.020773414601521583	0.45193514163752097	0.23496074826661023	0.9546797563248843	0.18043829187284238	0.33223164964133023	0.5136117626679717	0.2929876692488844	0.5285459862547637	0.38210964940454245	0.33557459674408785	0.3761609221593648	0.4297799657176251	0.377835276553211	0.22346695398417601	0.2991530209009612	0.948556831578628	0.5152318789022019	0.2467522598545937	0.14181716033043676	0.26043124519932404	0.18115663466291163	0.3172990887407375	0.3126645530592708	0.17529417329798658	0.1489999901198522	0.4120166727370434	0.24427922051554224
OSD-37__Atha_Ler-0_sl-pool_GC_Rep6_R2-GC-D3	0.20738905362836726	0.24553563700507625	0.29219991120734284	1.0238743762548492	0.30531444651929157	0.14014038713409088	0.6177961908129102	0.29947437691678985	0.42455876350643407	0.36988335773537423	0.1367580969656587	0.6230190625302291	0.41179376204539814	0.14908804296704115	0.31508501381258514	0.2642586993505289	1.1664485161503066	0.7509540663226397	0.3940875733146673	0.2026336565960369	0.3408518503789367	0.3030323326562096	0.3077014764318279	0.3742401696817579	0.1662414476496455	0.03244475711083338	0.4894184341910381	0.23537206408726935
OSD-37__Atha_Ws-2_sl-pool_GC_Rep8_R2-GC-D4	-0.06379961247068004	0.473093263899498	0.12233268865937903	0.5299048858027253	0.1720723081859961	0.21621914286483837	0.3732253108188658	0.2519128892801016	0.14978898889771866	0.37388770204937216	0.024795517853856794	0.3141166069414743	0.2916808441683212	0.6287968140845839	0.04739270099247033	0.3226845470809302	1.1228295968485782	0.4643340485600048	0.11448588051547928	0.332664870356728	0.2487400082482814	0.22518644096491217	0.17111190874204116	0.32356071556214905	0.10975829551698875	0.34139934635003066	0.43866112215592656	0.1418676090695098
OSD-37__Atha_Cvi-0_sl-pool_GC_Rep6_R2-GC-D5	-0.1784341718925062	0.35075127453730026	0.283271669254862	0.7326527650960897	0.4636888025949541	0.09449821340966068	0.6607768972841068	0.28227219526051267	0.3880614390928814	0.432103862011778	0.27011342764235924	0.5282028251523995	0.394923871782499	0.47007319414616866	0.24611633496711952	0.2906303268348797	0.9026245737308082	0.3450940334224586	0.2692545472434118	0.1393581919659497	0.3188621429328082	0.18584796147950736	0.2652675395819651	0.2969057099108335	0.14894848882516418	0.3642358278214538	0.3741084763192867	0.2033928991743502
OSD-37__Atha_Col-0_sl-pool_FLT_Rep1_R1-FL-A1	-0.12424713844397928	0.4598916282092817	0.08005743521892306	0.3706793571193096	0.1623246940050715	0.11787728870330702	0.3616152380245256	0.2835395464748407	0.49462587668932184	0.3886042561856398	0.10861337522010488	0.32850807152326666	0.4584766796834959	0.8349097065667694	0.1934698182356169	0.37806562988016523	0.8308983281059237	0.3077851798505429	0.057563136076379494	0.22712984844692327	0.24826314675284025	0.3798025032924956	0.21609951075022318	0.3681693029279906	0.19380588901051155	0.9533387524602076	0.15360968260011015	0.2645356213341497
OSD-37__Atha_Col-0_sl-pool_FLT_Rep2_R1-FL-A4	0.031052103615260795	0.5645657477971393	0.1312932714369757	0.39750198160122313	0.15056246857474379	0.10972096685992416	0.2998838504526895	0.2891833050316	0.44662380187797823	0.43064144571912866	-0.002556199519257433	0.34477125179065415	0.4668411030211339	0.7739292477959814	0.22151539702446546	0.34723683771301145	0.9161248510849483	0.4050283894157068	0.0611328768335459	0.20251022459013213	0.2825001819949372	0.3077873184182645	0.2544252150832608	0.3146593423793513	0.16605335478180566	0.8240040458264222	0.22960580894179417	0.20960350389277385
OSD-37__Atha_Col-0_sl-pool_FLT_Rep3_R1-FL-B1	-0.07675594454356553	0.5596934494323023	0.3647822481336429	0.534108759977194	0.17226873294234357	0.13209276438231174	0.42789217269376945	0.36412150510073843	0.45613316874904053	0.4271201125108259	0.20618631986299324	0.39355055116695703	0.4553438372869284	0.6698857540799931	0.23243746873690413	0.3538566540758389	1.3266609419143305	0.43781875650907204	0.12055181475166935	0.05768483206283719	0.2874682465387773	0.31935659482019896	0.26465859088335	0.2448442027737507	0.2547479307296413	0.9001715740332676	0.2437331313417412	0.2827024303454659
OSD-37__Atha_Col-0_sl-pool_FLT_Rep4_R1-FL-B4	-0.009161196813112548	0.5286284869201349	0.30897814310466404	0.5024006263056303	0.3629024095019567	0.3323074567783756	0.4253879940517147	0.34377770118621165	0.3869942000480986	0.3949945472868213	0.20412265983728503	0.3423619865323755	0.4947689200127717	0.7300389376727001	0.2666400274351421	0.44411933025773676	1.0365284056516744	0.5192756199210166	0.07401703864705454	0.3390545362485868	0.37647596335194494	0.3570066268479777	0.31799627150766224	0.2861284925780048	0.265454349846536	0.7911888583224452	0.2532155329636356	0.43650298441349233
OSD-37__Atha_Col-0_sl-pool_GC_Rep1_R1-GC-A1	-0.11017464506131595	0.48391743880927857	0.11324200413002741	0.43183126615970563	0.1949939374325281	0.12519429359831497	0.394170196179499	0.3826731098930789	0.4558481993268201	0.33434433220454535	0.09408061705791129	0.42753246571015746	0.43319385799305965	0.6805436644453785	0.3496554972846284	0.35172658639268567	0.9370187358943791	0.29457241765876363	-0.020500040500513333	0.05282067087380516	0.2411703358989466	0.30885248163006135	0.19554589634792546	0.3601809427241236	0.17399442606782384	0.4522229034287186	0.20537567013500294	0.2465299523754536
OSD-37__Atha_Col-0_sl-pool_GC_Rep2_R1-GC-A4	0.0951260224958833	0.4819898281218436	0.11997969153431594	0.3167058377889888	0.1506104309867404	0.2669156584333224	0.3500084302126825	0.38221447831361915	0.4414541312217869	0.3713894178155099	0.07268044448931443	0.4397013322723079	0.38864847001557473	0.6183737800162054	0.24037385825374227	0.3256327490070302	0.95285045145881	0.45480641231544794	0.18991096014188283	0.13949577527621146	0.2475906476560158	0.3796162995322092	0.31881041821157546	0.2356322862272285	0.17812531700259757	0.4060205898056079	0.2430415681134041	0.18824588269137374
