logFC	AveExpr	t	P.Value	adj.P.Val	B	gene_id	contrast	model
1.4924546032922	5.08496646096461	14.0876061347307	8.59888052725303e-35	1.48539686248287e-30	68.252047371668	AT4G27520	Flight_FLT_vs_GC	factorial
-1.23880956081063	4.23275588885399	-14.051441531093	1.1671683986036e-34	1.48539686248287e-30	67.880324654349	AT5G61010	Flight_FLT_vs_GC	factorial
-0.960160081520281	6.00621478910764	-13.3531224833525	4.12740080760406e-32	3.50182442519821e-28	62.1776877088829	AT1G55920	Flight_FLT_vs_GC	factorial
1.24180521885896	3.94626149873114	13.2895861160385	7.01662821921006e-32	4.46485595158884e-28	61.6390177826471	AT5G12110	Flight_FLT_vs_GC	factorial
1.23655119930382	6.53572080429048	13.1675267086711	1.94136484664649e-31	9.88271188833862e-28	60.6568901289001	AT2G29980	Flight_FLT_vs_GC	factorial
1.07478241015629	3.63386412181911	13.1300417450476	2.6524058885437e-31	1.12519478468505e-27	60.2991235415445	AT5G03190	Flight_FLT_vs_GC	factorial
1.46529529160322	4.23077135762843	12.8884531120538	1.97140253746517e-30	7.16830125515727e-27	58.33158186326	AT4G34220	Flight_FLT_vs_GC	factorial
1.30207621560309	4.7541110988013	12.834556720714	3.07991398000521e-30	8.93734801911075e-27	57.9310289115985	AT5G64940	Flight_FLT_vs_GC	factorial
1.02176614765665	4.52190837175494	12.8314468614143	3.16018277499692e-30	8.93734801911075e-27	57.9023682843491	AT5G49100	Flight_FLT_vs_GC	factorial
2.16179040765578	3.36259812665625	12.7502355099486	6.18358922517714e-30	1.57390896548434e-26	57.240375204941	AT5G45670	Flight_FLT_vs_GC	factorial
2.51709563962493	3.33726128381704	12.631974230787	1.64002489559626e-29	3.79486851523741e-26	56.2606252036725	AT4G37800	Flight_FLT_vs_GC	factorial
1.59123319294126	4.90378431556326	12.5823995447671	2.46657146952165e-29	5.23180363447788e-26	55.873717793565	AT5G65010	Flight_FLT_vs_GC	factorial
1.13706836832334	5.05432787329717	12.5066184918565	4.598784419479e-29	9.00406614069224e-26	55.2699839576179	AT5G67070	Flight_FLT_vs_GC	factorial
0.834329479944814	5.75807496575284	12.3286204140084	1.97795194411481e-28	3.51360447655334e-25	53.8352895137184	AT1G75680	Flight_FLT_vs_GC	factorial
1.52959114501784	2.35941069501301	12.3230201097416	2.07064264127215e-28	3.51360447655334e-25	53.7395498349989	ATCG00640	Flight_FLT_vs_GC	factorial
1.60053991462478	4.38620015678636	12.3087617482419	2.32665007821164e-28	3.70126402754505e-25	53.6561671382439	AT5G13140	Flight_FLT_vs_GC	factorial
-2.25405826532177	2.53430090954019	-12.3012624058047	2.47372326701374e-28	3.70374578325298e-25	53.5808341543968	AT1G17810	Flight_FLT_vs_GC	factorial
0.645143844334559	4.5890871371377	12.260280208489	3.45728485695471e-28	4.8887928591149e-25	53.2843074830033	AT5G55540	Flight_FLT_vs_GC	factorial
1.09143239220757	5.89546466038956	12.2280141393968	4.49876002921091e-28	5.80412325870338e-25	53.0278808080283	AT2G05790	Flight_FLT_vs_GC	factorial
-0.422865157442115	6.20173986722877	-12.2263389034084	4.56065945759115e-28	5.80412325870338e-25	53.0158185981032	AT1G48620	Flight_FLT_vs_GC	factorial
-0.698626591392273	6.38381877373733	-12.2043900757316	5.4545844606697e-28	6.61121610844886e-25	52.8399702002284	AT5G13180	Flight_FLT_vs_GC	factorial
1.15547552700927	3.13734728416045	12.107244597511	1.2030427700015e-27	1.3337048896861e-24	51.9876776739714	AT1G13710	Flight_FLT_vs_GC	factorial
-0.811879868064007	4.69963010256718	-12.1070272649282	1.20517080355087e-27	1.3337048896861e-24	52.0537485992015	AT1G62422	Flight_FLT_vs_GC	factorial
0.913144746968055	5.3755305658978	12.0592619831836	1.77676177100639e-27	1.88432988989273e-24	51.6737286715586	AT3G56370	Flight_FLT_vs_GC	factorial
1.10024544610544	4.85027242909472	12.0223202504611	2.39806653006237e-27	2.4415194955871e-24	51.3796869774591	AT3G29320	Flight_FLT_vs_GC	factorial
