factor	mean_variance	median_variance
osd_id	65.2656523631679	0.460122944647102
light	6.40899203976253	0
ecotype_simple	5.23001821707068	1.33360078100683
organ_simple	2.432575708614	3.7125680340488
flight	1.52411103431205	2.15269231177111
cfd_hardware	7.05139439248089e-15	66.2322081839727
